,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
97,1.8062855,1.9876126,1.1911396,1.2561193,1.0278215,0.84749585,0.8059156,0.7918838,0.74319804,0.6408279,1.2814529,0.277332,0.9035484,0.54964775,0.5456606,0.6217473,0.45654982
98,1.1137635,0.91540146,2.6343381,2.4722178,1.1600819,1.1537535,0.88831145,3.4699187,1.2192509,0.6905636,1.3559201,-0.014318121,1.6205105,0.06814015,0.97865844,0.8260214,0.5303658
99,0.8613803,1.1951733,1.4781988,1.1973404,1.0360177,0.6330723,1.724554,1.7366307,0.8255015,2.2345283,1.820237,0.66898227,1.6858398,2.5291505,0.20470302,0.68098223,0.3998435
100,1.089459,1.9542122,1.05011,1.2662029,0.75696576,0.9712981,1.6803824,0.45178902,0.9240706,1.8057867,2.4758842,0.5969403,1.058738,0.07856681,0.5636889,0.6587504,0.7660946
101,1.4125191,1.7901498,1.2617776,2.3960915,0.8152539,0.5057015,2.2461145,0.73940015,0.9843265,1.3259892,1.5954026,0.46232167,2.8234563,0.87770927,0.16186224,0.23040105,0.42284235
102,1.2915549,0.94037116,1.3548024,1.6654534,0.8479774,0.64580595,0.81415665,0.79008085,0.43665928,0.9849092,2.3157833,0.37345454,1.2326281,1.8342563,0.30022928,0.5019307,0.58243805
103,1.825309,0.8005491,1.0400449,1.5555285,1.4753407,0.858978,1.3777663,1.0617509,2.0238144,0.87748003,0.35352585,0.28820273,1.1109931,1.244013,0.8013949,0.3746956,0.8924389
104,1.2644256,1.0219308,1.1234217,1.1104034,0.88914233,0.8984455,0.8478977,0.84795845,0.55506223,1.0458505,3.2169964,0.74583155,3.0642686,1.0160582,0.052742235,1.0640354,0.14488451
105,3.0280359,1.2244622,1.0633266,1.0238221,0.9654929,0.5405787,0.81820774,3.3229156,0.62703663,1.3457764,1.3462859,0.06417069,1.5599732,1.5230057,0.39093986,0.68594563,1.2063415
106,1.5042424,0.82819057,1.1946782,1.4278679,0.8252933,1.0059371,0.77498114,0.7149034,0.6596805,0.45256877,2.34882,1.6398469,1.4923476,0.8907327,0.27548,0.22601905,0.37269908
107,1.5584633,1.7130691,1.1743811,1.7245257,0.7316411,0.99165845,1.1614277,0.6500717,0.98307663,1.8303027,2.118864,0.09231488,1.4036379,0.80763835,0.88179815,0.49140003,0.33454764
108,1.1703438,1.139707,0.99741644,1.8166878,0.76977605,0.8918894,1.1954583,3.0838146,0.9119227,0.94384104,1.6766689,1.2181057,1.4289783,1.9815289,1.0524164,0.55567366,1.19349
