"","normalized_mcc","f1","thresholds","Factor"
"538",NA,NA,Inf,"TIGIT"
"539",0.498337101434912,0.00284697508896797,1,"TIGIT"
"540",NA,0.0079576963912053,0,"TIGIT"
"541",NA,NA,Inf,"AC092691.1"
"542",0.49791148794181,0.0016273393002441,1,"AC092691.1"
"543",NA,0.0079576963912053,0,"AC092691.1"
"544",NA,NA,Inf,"CD86"
"545",0.500110999780394,0.00764980875478113,1,"CD86"
"546",NA,0.0079576963912053,0,"CD86"
"547",NA,NA,Inf,"ITGB5"
"548",0.495845689474947,0,1,"ITGB5"
"549",NA,0.0079576963912053,0,"ITGB5"
"550",NA,NA,Inf,"GP9"
"551",0.496255663456645,0.0015420200462606,1,"GP9"
"552",NA,0.0079576963912053,0,"GP9"
"553",NA,NA,Inf,"COL6A5"
"554",0.49828381352794,0,1,"COL6A5"
"555",NA,0.0079576963912053,0,"COL6A5"
"556",NA,NA,Inf,"ACPP"
"557",0.497787576248353,0.00299550673989016,1,"ACPP"
"558",NA,0.0079576963912053,0,"ACPP"
"559",NA,NA,Inf,"RAB6B"
"560",0.493077453713498,0.000380300437345503,1,"RAB6B"
"561",NA,0.0079576963912053,0,"RAB6B"
"562",NA,NA,Inf,"EPHB1"
"563",0.714991335889801,0.408233276157804,1,"EPHB1"
"564",NA,0.0079576963912053,0,"EPHB1"
"565",NA,NA,Inf,"MRAS"
"566",0.496617563811971,0.00103573278094252,1,"MRAS"
