"","normalized_mcc","f1","thresholds","Factor"
"243",NA,0.0239271143286604,0,"SH2D1B"
"244",NA,NA,Inf,"DUSP27"
"245",0.492711566222092,0.00183206106870229,1,"DUSP27"
"246",NA,0.0239271143286604,0,"DUSP27"
"247",NA,NA,Inf,"XCL2"
"248",0.669870456093261,0.346189164370983,1,"XCL2"
"249",NA,0.0239271143286604,0,"XCL2"
"250",NA,NA,Inf,"XCL1"
"251",0.589871508560031,0.172737955346651,1,"XCL1"
"252",NA,0.0239271143286604,0,"XCL1"
"253",NA,NA,Inf,"F5"
"254",0.49460558718527,0,1,"F5"
"255",NA,0.0239271143286604,0,"F5"
"256",NA,NA,Inf,"FASLG"
"257",0.606149690763386,0.187781350482315,1,"FASLG"
"258",NA,0.0239271143286604,0,"FASLG"
"259",NA,NA,Inf,"RGS16"
"260",0.495827820445149,0.00279589934762349,1,"RGS16"
"261",NA,0.0239271143286604,0,"RGS16"
"262",NA,NA,Inf,"NPL"
"263",0.490692910981933,0.00218292949137743,1,"NPL"
"264",NA,0.0239271143286604,0,"NPL"
"265",NA,NA,Inf,"GPR25"
"266",0.534936701328699,0.0593512767425811,1,"GPR25"
"267",NA,0.0239271143286604,0,"GPR25"
"268",NA,NA,Inf,"SHISA4"
"269",0.496331023682891,0.00442673749446658,1,"SHISA4"
"270",NA,0.0239271143286604,0,"SHISA4"
"271",NA,NA,Inf,"NUAK2"
"272",0.502696403136319,0.0190825688073394,1,"NUAK2"
"273",NA,0.0239271143286604,0,"NUAK2"
"274",NA,NA,Inf,"CTSE"
"275",0.495578046096041,0.00103199174406605,1,"CTSE"
"276",NA,0.0239271143286604,0,"CTSE"
"277",NA,NA,Inf,"CR2"
"278",0.496181085099829,0.00112296462661426,1,"CR2"
"279",NA,0.0239271143286604,0,"CR2"
"280",NA,NA,Inf,"CR1L"
"281",0.493954383376343,0.000810701256586948,1,"CR1L"
"282",NA,0.0239271143286604,0,"CR1L"
"283",NA,NA,Inf,"G0S2"
"284",0.491481983872967,0.00199352105656616,1,"G0S2"
"285",NA,0.0239271143286604,0,"G0S2"
"286",NA,NA,Inf,"PTPN14"
"287",0.489728709147406,0.00123736852959373,1,"PTPN14"
"288",NA,0.0239271143286604,0,"PTPN14"
"289",NA,NA,Inf,"MARC2"
"290",0.492374537616073,0.00121914050594331,1,"MARC2"
"291",NA,0.0239271143286604,0,"MARC2"
"292",NA,NA,Inf,"SIPA1L2"
"293",0.489678040690506,0.00159108989657916,1,"SIPA1L2"
"294",NA,0.0239271143286604,0,"SIPA1L2"
"295",NA,NA,Inf,"SLC35F3"
"296",0.497237798010344,0,1,"SLC35F3"
"297",NA,0.0239271143286604,0,"SLC35F3"
"298",NA,NA,Inf,"AL391832.2"
"299",0.48928032281552,0.0018450184501845,1,"AL391832.2"
"300",NA,0.0239271143286604,0,"AL391832.2"
"301",NA,NA,Inf,"NID1"
"302",0.489405369492747,0.000421762969211303,1,"NID1"
