names,logfoldchanges,pvals_adj
RAP1GAP2,0.56947166,0.007203490040187187
PALM,0.56892854,0.0003042320014528312
LMNB2,0.5677683,3.013718159691269e-16
C17orf53,0.56769294,0.002338574496047219
SLBP,0.56702137,3.7117195283360337e-22
DLEU2,0.5668253,9.468641099244187e-08
SV2A,0.5667615,0.023477410654651577
SMC2,0.56665355,1.2476442877161923e-21
POLH,0.5663332,0.00027479997136030545
ZDHHC12,0.5663255,1.7757150436065348e-20
CFAP20,0.565594,9.353760949211687e-16
GTF2A1,0.56512564,5.918304914245162e-06
CEP76,0.5645008,0.03066921093629558
PLCG1,0.5637259,0.018248082077808717
LETM2,0.5637191,0.031039209415025363
KIF13B,0.5634437,0.014977588738329935
LRRC42,0.5631873,2.17334489311998e-05
POLA2,0.5627163,4.667265319882008e-14
OIP5,0.5622968,9.650638032780436e-11
DHX40,0.56225264,2.66515007878295e-06
CHRAC1,0.56149864,7.464671860440096e-15
HACE1,0.56046176,0.01628385258766746
MCM8,0.56021786,6.217745686577543e-07
PTPRCAP,0.55817467,0.0029225889144704024
CENPK,0.5576924,1.0328415341418184e-21
ZNF672,0.5570707,1.8945205448088967e-07
CMC2,0.55669606,4.167593404199304e-21
XRCC2,0.55660075,5.920385872390824e-08
PSMC3IP,0.5554978,1.6760907175596713e-06
SYNJ2,0.5554123,0.0034561650763770954
SIN3A,0.55541176,1.6196742653268214e-13
CD200,0.55415183,1.2650088945115575e-06
CHRFAM7A,0.5531574,0.0001307637862231665
PRAG1,0.55228204,0.015656427054719847
FOSB,0.5522297,9.239144232888972e-20
SSBP2,0.5515787,2.5690443711010546e-15
SPIN4,0.5514236,1.5051605240316583e-05
DNASE1,0.55058545,0.0003619813929059264
CEP295,0.5495255,1.1101808467377293e-08
ABHD17C,0.5493397,0.010765763864839073
IFT22,0.5492209,1.5442949042307695e-05
RELL1,0.54845273,7.047251730673144e-06
TCEAL3,0.5482131,2.311288103432492e-10
PPP1R37,0.5481955,0.0019019287022031398
RAD51B,0.5479553,0.00835271767108414
CCDC82,0.5479413,1.5377552104047054e-09
UMODL1,0.5476714,0.0005873732587773961
TRH,0.54654306,6.991050205334461e-06
SCHIP1,0.54647684,0.04668696490938638
SYNC,0.5464522,5.212076515116671e-17
GNL1,0.54526436,7.57199435320371e-12
RNF168,0.54492575,5.895110534166179e-14
LINC00342,0.5447018,3.246079301795915e-10
CACNB4,0.54330057,0.027353381878290374
REXO5,0.5432681,4.18594905023072e-06
MTFR2,0.5408679,0.0017682802950867514
COG4,0.53908414,3.4997950253774344e-08
IQGAP2,0.53784186,1.5702744449262051e-18
NAB1,0.53743595,2.6222439321562117e-06
ELMSAN1,0.53544825,1.3479392884690148e-09
NASP,0.53535455,1.330294435041527e-33
JADE1,0.5351474,8.672813386769961e-11
HTRA2,0.5346445,1.4393547510731131e-13
TMEM268,0.5343471,0.0013002080499935071
TCF7L2,0.5343157,0.002994189669638491
PPM1D,0.5342937,2.213078930972606e-07
GNG2,0.532878,6.823091116275949e-06
LUC7L2,0.5325789,3.913598956274769e-24
TCF20,0.53255224,0.015171334503795885
NEDD1,0.5319861,5.798800960109063e-05
ATF3,0.530591,5.042894301316625e-06
DUSP10,0.5303797,1.2396339229610319e-07
PER1,0.52988416,7.559027553015494e-05
INPP5B,0.5297876,7.341182765582509e-05
PAM,0.52962554,0.003984801669912642
RALGAPB,0.52947366,0.00021804668727261464
ABI2,0.5291104,3.098350946981256e-06
TCF12,0.52908164,1.160993124429261e-13
GNA15,0.5286212,2.569664617340847e-18
DEPDC5,0.5285674,0.00028113742436975265
MPO,0.5279135,4.459825030974024e-06
NUP85,0.52773726,1.8588638985811805e-07
PYGO2,0.5270326,9.617731630487506e-05
NUP188,0.5269887,3.3511616369250095e-07
CHEK1,0.5269687,6.041485561202917e-15
CD52,0.52649516,1.664946004114639e-07
DHRS3,0.52620184,0.04871991226903118
ZWILCH,0.5256527,7.664659296391413e-06
CSE1L,0.5252157,3.358913454523251e-13
WSB2,0.52421904,0.015435991998587357
PKN3,0.5241644,0.00030667354112986963
C4orf46,0.5238729,8.588345341845334e-05
USP11,0.5236731,1.8739714198451104e-15
PRKCH,0.52366763,0.019004557938157092
FOXJ3,0.5232978,3.795001660173917e-05
FANCA,0.5231881,2.1740767923688367e-11
ZEB1,0.52293754,0.0018828178002549371
GIGYF1,0.5228642,1.1166136791136206e-06
SLC25A40,0.52021325,5.762908658485966e-07
ALOX5AP,0.5183445,0.008274489694709678
RHNO1,0.51831263,3.409705205680624e-09
DOT1L,0.5176313,2.6436009112629257e-09
CEP162,0.51722884,0.005693060874222086
SREK1,0.51661247,1.1408672130657839e-17
POLE,0.5165335,1.3447282583857701e-14
AUTS2,0.516448,5.851217673869649e-05
DLST,0.51622653,5.768570043318405e-11
DCK,0.5159756,3.2965061315062215e-13
NEDD4,0.5158847,0.00045642729879255615
SRSF10,0.5158829,2.2950733399444854e-23
RP2,0.51500326,0.00014101140148327937
MBNL3,0.5130129,2.022007652524623e-05
CIAO3,0.5121102,3.814931073460838e-09
GPR174,0.51183385,0.00018059881605244726
SAP30BP,0.51065046,1.108718493257766e-11
RNASEH2A,0.5106233,5.2116449661034396e-17
CKS1B,0.5103051,2.949430724955287e-22
MAD2L2,0.51026773,1.3588566094382093e-17
PAXIP1,0.5099525,0.002668788298960658
MYO18A,0.5095551,1.0052252945916038e-10
FUZ,0.5087065,1.9413825244988482e-07
AIF1L,0.5084876,0.00010216682522437286
HMGB1,0.50761503,2.0218983398207907e-84
CNTROB,0.50752187,2.9828917832011197e-06
ZNF592,0.50720704,2.3519784937635677e-07
SLC16A7,0.5071618,0.00010820441722093938
TOE1,0.5071479,1.091266735895384e-05
MFSD6,0.5046807,0.004604475823432096
CNOT10,0.5044615,2.4977178398235686e-08
SMCHD1,0.5043444,6.459703911176441e-20
RAD9A,0.50401384,7.871436448411479e-06
ZNRF2,0.503959,8.243381025407617e-06
ENOSF1,0.5039288,2.1358785307907706e-13
CEP135,0.5022921,2.989920784591853e-07
MAPK8,0.5017443,0.00010545316415600088
XRCC1,0.50169915,1.273421740565589e-10
C1orf21,0.50156903,4.313052376400936e-06
RHEB,0.501493,7.952672890574523e-19
NUDT15,0.50126475,9.497791444240606e-06
CDCA8,0.50068754,2.8292477266001915e-16
SFR1,0.5005026,0.00034776553078264726
