sample,HSC_program,CellCycle_program
TARGET.20.PAWCIL.09A,-0.09529347516904838,0.18590064645979762
TARGET.20.PANHYK.09A,-0.08099529168830621,-1.0712216642546992
TARGET.20.PAXXND.09A,-0.024757860314241115,-1.5000611344168453
TARGET.20.PARCHJ.09A,0.1205685928162263,0.0672268679428483
TARGET.20.PATGVS.09A,-0.43116618515448984,0.07570109792880783
TARGET.20.PAXMKU.09A,-0.7625782999706783,0.45241315538278903
TARGET.20.PARKUY.09A,0.09007718523340244,0.2271536054601922
TARGET.20.PAVIRD.09A,-0.3125843655177576,0.934346368884224
TARGET.20.PAERAH.09A,0.14047788247952037,-0.03869781017886719
TARGET.20.PAVMIY.09A,-0.20849129873081845,-0.26405042125338496
TARGET.20.PAYIPA.Sorted.leukemic.09A,-0.3339311411907677,-0.7754271485541753
TARGET.20.PARZHI.09A,-0.1549039446642763,0.9221082783046057
TARGET.20.PAUDNA.09A,-0.44849949638269954,-0.33225389393074717
TARGET.20.PAKJSB.09A,0.02484074534786743,0.1857224214099373
TARGET.20.PASICM.09A,-0.43572557703956977,0.5350011793597798
TARGET.20.PAVANT.09A,-0.03410292327638324,0.681300852045508
TARGET.20.PARTXH.09A,-0.07830600477182406,0.532661779330089
TARGET.20.PAVWRI.09A,-0.023991312365532286,0.8244696604599201
TARGET.20.PAVMED.09A,0.8768094385284393,-0.33222000042618405
TARGET.20.PAVSNL.09A,-0.29578327517762804,1.0135372727591512
TARGET.20.PAKTGM.09A,0.23224351546056332,0.24157119426282256
TARGET.20.PANTIV.09A,0.07749031597048782,0.1929268101473048
TARGET.20.PAXAFN.09A,-0.4346447949712557,0.5843553942335333
TARGET.20.PAVCNG.09A,0.1054403267904449,0.8411877996500201
TARGET.20.PAVHUI.09A,1.864521745558077,0.7920556047251871
TARGET.20.PAXJIH.09A,-0.2415409143028872,-0.36933141053368007
TARGET.20.PAXCCW.09A,0.14593106491377272,-1.0678706305554138
TARGET.20.PAVMEH.09A,0.03324102676517974,0.7092392354457498
TARGET.20.PATHAE.09A,-0.2717832808234838,-1.0134784989170855
TARGET.20.PAWTKY.09A,-0.45197343414016367,0.8550965928933479
TARGET.20.PAWVGN.09A,-0.147278886428066,0.17608492007686716
TARGET.20.PASUHK.09A,-0.26560334956215337,0.6963398823536278
TARGET.20.PAWXPN.09A,0.0752532229550224,-1.1418894969682578
TARGET.20.PAWKUR.09A,-0.3199212925487472,-0.1753862727561912
TARGET.20.PAUMMR.09A,0.20664061093865843,-0.4639763338943737
TARGET.20.PAWVLB.09A,0.5538032676575153,1.098865103528631
TARGET.20.PAWIAT.09A,0.00625576871568882,-0.13336336114098526
TARGET.20.PAWPMA.09A,0.054192996142142257,-0.25160260489049024
TARGET.20.PARGKA.09A,0.6712341179736729,-0.41148742227872315
TARGET.20.PAVPDN.09A,0.21358417413904487,0.7075047195474988
TARGET.20.PAYKGB.Unsorted.09A,-0.2143598595927007,-0.15596324534283884
TARGET.20.PANKBX.09A,-0.5756537087748823,-0.42782826219346237
TARGET.20.PAVGXF.09A,-0.13239461947223435,0.3781462446945065
TARGET.20.PAVLLR.09A,-0.2728778737549554,-0.2570748249688382
TARGET.20.PAXKKE.09A,-0.05677312511520943,0.5305557490375497
TARGET.20.PALHVV.09A,-0.1521205010363968,-0.23459214878362392
TARGET.20.PARHVK.09A,1.3611491830626257,-0.49661691907050876
TARGET.20.PAVDDA.09A,-0.10795848172086127,0.6520835375031939
TARGET.20.PARNXZ.09A,-0.01025528387193395,-0.3715482769874095
TARGET.20.PAWGPM.09A,-0.19844919286915347,-1.2161386235105651
TARGET.20.PAVPLL.09A,-0.3136969824114377,-0.03743474278250831
TARGET.20.PAVIGB.09A,0.3172226076140087,0.23820205596284247
TARGET.20.PAVFYL.09A,-0.1668157227853416,-0.49088969336184074
TARGET.21.PANZLR.09A,0.08205344742000009,-0.25971458851460927
TARGET.20.PASHHH.09A,0.97069278279181,-0.3084712684548833
TARGET.20.PAWIHN.09A,0.2687041971710655,-0.1999532234983814
TARGET.20.PASZBM.09A,-0.19587708504800172,0.30605708035529244
TARGET.20.PAWSWR.09A,-0.11198411611506806,-0.5442707491379831
TARGET.20.PAYKYZ.Sorted.CD34neg.Lymphoid.09A,0.17931138856437184,-1.8287919517355842
TARGET.20.PANRWC.09A,0.09624442547495378,-0.26565793361298085
TARGET.20.PAWMAV.09A,-0.4654250916926485,0.19798921569123049
TARGET.20.PAXMLN.09A,-0.07909205227235287,0.06554439300363384
TARGET.20.PABHHH.09A,-0.3156852550902579,0.623612408736296
TARGET.20.PAWJPN.09A,0.2507724098782827,-0.27827431709852224
TARGET.20.PAYHFV.Sorted.non.leukemic.09A,-0.9948220695883311,-1.0899561453583426
TARGET.20.PAVVAB.09A,-0.6274931302613653,-0.5906594850589036
TARGET.20.PAWHJI.09A,0.41484637021713133,-0.6598653131048928
TARGET.20.PAYDNH.09A,-0.20170616507977246,-0.2584424661535476
