bin,x,y,n_cells
889,-18.0344,-15.2408,7
890,-18.0344,-14.6407,4
891,-18.0344,-14.0406,6
892,-18.0344,-13.4404,5
893,-18.0344,-12.8403,11
894,-18.0344,-12.2402,12
895,-18.0344,-11.6400,11
896,-18.0344,-11.0399,6
897,-18.0344,-10.4398,5
898,-18.0344,-9.8396,9
899,-18.0344,-9.2395,10
900,-18.0344,-8.6394,21
901,-18.0344,-8.0393,13
902,-18.0344,-7.4391,7
903,-18.0344,-6.8390,2
904,-18.0344,-6.2389,4
905,-18.0344,-5.6387,2
906,-18.0344,-5.0386,1
907,-18.0344,-4.4385,3
908,-18.0344,-3.8383,2
909,-18.0344,-3.2382,3
910,-18.0344,-2.6381,2
911,-18.0344,-2.0379,4
912,-18.0344,-1.4378,3
913,-18.0344,-0.8377,1
914,-18.0344,-0.2375,1
915,-18.0344,1.5629,1
916,-18.0344,2.1630,1
917,-18.0344,2.7631,1
918,-18.0344,3.9634,2
919,-18.0344,4.5635,1
920,-18.0344,5.1637,1
921,-18.0344,5.7638,1
922,-18.0344,7.5642,1
923,-18.0344,8.1643,2
924,-18.0344,9.3646,3
925,-18.0344,9.9647,12
926,-18.0344,10.5648,10
927,-18.0344,11.1650,14
928,-18.0344,11.7651,14
929,-18.0344,12.3652,22
930,-18.0344,12.9654,30
931,-18.0344,13.5655,41
932,-18.0344,14.1656,27
933,-18.0344,14.7658,16
934,-18.0344,15.3659,22
935,-18.0344,15.9660,28
936,-18.0344,16.5662,34
937,-18.0344,17.1663,35
938,-18.0344,17.7664,26
939,-18.0344,18.3666,11
940,-18.0344,18.9667,9
941,-18.0344,19.5668,4
942,-18.0344,20.1670,7
943,-18.0344,20.7671,8
944,-18.0344,21.3672,10
945,-18.0344,21.9674,13
946,-18.0344,22.5675,7
947,-18.0344,23.1676,25
948,-18.0344,23.7678,17
949,-18.0344,24.3679,17
950,-18.0344,24.9680,13
951,-18.0344,25.5682,5
952,-18.0344,29.1689,24
953,-18.0344,29.7691,12
954,-17.4504,-27.8436,1
955,-17.4504,-27.2435,5
956,-17.4504,-26.6434,12
957,-17.4504,-26.0432,8
958,-17.4504,-25.4431,4
959,-17.4504,-24.8430,9
960,-17.4504,-24.2428,5
961,-17.4504,-23.6427,10
962,-17.4504,-23.0426,7
963,-17.4504,-22.4424,5
964,-17.4504,-21.8423,20
965,-17.4504,-21.2422,13
966,-17.4504,-20.6420,11
967,-17.4504,-20.0419,15
968,-17.4504,-19.4418,8
969,-17.4504,-18.8416,9
970,-17.4504,-18.2415,9
971,-17.4504,-17.6414,7
972,-17.4504,-17.0412,3
973,-17.4504,-16.4411,11
974,-17.4504,-15.8410,2
975,-17.4504,-15.2408,5
976,-17.4504,-14.6407,4
977,-17.4504,-14.0406,9
978,-17.4504,-13.4404,7
979,-17.4504,-12.8403,5
980,-17.4504,-12.2402,6
981,-17.4504,-11.6400,6
982,-17.4504,-11.0399,6
983,-17.4504,-10.4398,6
984,-17.4504,-9.8396,8
985,-17.4504,-9.2395,12
986,-17.4504,-8.6394,11
987,-17.4504,-8.0393,12
988,-17.4504,-7.4391,5
989,-17.4504,-6.8390,2
990,-17.4504,-6.2389,3
991,-17.4504,-5.6387,4
992,-17.4504,-5.0386,8
993,-17.4504,-4.4385,5
994,-17.4504,-3.8383,4
995,-17.4504,-3.2382,2
996,-17.4504,-2.6381,3
997,-17.4504,-2.0379,2
998,-17.4504,-1.4378,2
999,-17.4504,-0.8377,1
1000,-17.4504,-0.2375,2
1001,-17.4504,1.5629,4
1002,-17.4504,3.9634,2
1003,-17.4504,5.1637,1
1004,-17.4504,5.7638,1
1005,-17.4504,6.3639,1
1006,-17.4504,7.5642,2
1007,-17.4504,8.1643,4
1008,-17.4504,8.7645,4
1009,-17.4504,9.3646,3
1010,-17.4504,9.9647,11
1011,-17.4504,10.5648,12
1012,-17.4504,11.1650,8
1013,-17.4504,11.7651,27
1014,-17.4504,12.3652,32
1015,-17.4504,12.9654,27
1016,-17.4504,13.5655,26
1017,-17.4504,14.1656,16
1018,-17.4504,14.7658,22
1019,-17.4504,15.3659,13
1020,-17.4504,15.9660,14
1021,-17.4504,16.5662,16
1022,-17.4504,17.1663,28
1023,-17.4504,17.7664,14
1024,-17.4504,18.3666,14
1025,-17.4504,18.9667,9
1026,-17.4504,19.5668,7
1027,-17.4504,20.1670,7
1028,-17.4504,20.7671,11
1029,-17.4504,21.3672,18
1030,-17.4504,21.9674,16
1031,-17.4504,22.5675,7
1032,-17.4504,23.1676,9
1033,-17.4504,23.7678,21
1034,-17.4504,24.3679,13
1035,-17.4504,24.9680,8
1036,-17.4504,25.5682,19
1037,-17.4504,26.1683,39
1038,-17.4504,27.9687,2
1039,-17.4504,28.5688,10
1040,-17.4504,29.1689,85
1041,-17.4504,29.7691,25
1042,-16.8664,-28.4438,1
1043,-16.8664,-27.8436,14
1044,-16.8664,-27.2435,16
1045,-16.8664,-26.6434,12
1046,-16.8664,-26.0432,15
1047,-16.8664,-25.4431,16
1048,-16.8664,-24.8430,16
1049,-16.8664,-24.2428,12
1050,-16.8664,-23.6427,13
1051,-16.8664,-23.0426,13
1052,-16.8664,-22.4424,12
1053,-16.8664,-21.8423,15
1054,-16.8664,-21.2422,24
1055,-16.8664,-20.6420,10
1056,-16.8664,-20.0419,17
1057,-16.8664,-19.4418,18
1058,-16.8664,-18.8416,8
1059,-16.8664,-18.2415,12
1060,-16.8664,-17.6414,12
1061,-16.8664,-17.0412,11
1062,-16.8664,-16.4411,12
1063,-16.8664,-15.8410,9
1064,-16.8664,-15.2408,6
1065,-16.8664,-14.6407,10
1066,-16.8664,-14.0406,15
1067,-16.8664,-13.4404,9
1068,-16.8664,-12.8403,18
1069,-16.8664,-12.2402,5
1070,-16.8664,-11.6400,7
1071,-16.8664,-11.0399,10
1072,-16.8664,-10.4398,8
1073,-16.8664,-9.8396,7
1074,-16.8664,-9.2395,10
1075,-16.8664,-8.6394,6
1076,-16.8664,-8.0393,11
1077,-16.8664,-7.4391,6
1078,-16.8664,-6.8390,6
1079,-16.8664,-6.2389,2
1080,-16.8664,-5.6387,2
1081,-16.8664,-5.0386,6
1082,-16.8664,-4.4385,1
1083,-16.8664,-3.8383,1
1084,-16.8664,-2.6381,1
1085,-16.8664,-2.0379,2
1086,-16.8664,-1.4378,1
1087,-16.8664,1.5629,1
1088,-16.8664,2.1630,1
1089,-16.8664,3.3633,1
1090,-16.8664,3.9634,1
1091,-16.8664,4.5635,1
1092,-16.8664,5.7638,1
1093,-16.8664,6.9641,3
1094,-16.8664,7.5642,5
1095,-16.8664,8.1643,4
1096,-16.8664,8.7645,5
1097,-16.8664,9.3646,11
1098,-16.8664,9.9647,7
1099,-16.8664,10.5648,12
1100,-16.8664,11.1650,19
1101,-16.8664,11.7651,26
1102,-16.8664,12.3652,30
1103,-16.8664,12.9654,29
1104,-16.8664,13.5655,17
1105,-16.8664,14.1656,19
1106,-16.8664,14.7658,8
1107,-16.8664,15.3659,8
1108,-16.8664,15.9660,6
1109,-16.8664,16.5662,10
1110,-16.8664,17.1663,4
1111,-16.8664,17.7664,10
1112,-16.8664,18.3666,12
1113,-16.8664,18.9667,5
1114,-16.8664,19.5668,5
1115,-16.8664,20.1670,5
1116,-16.8664,20.7671,10
1117,-16.8664,21.3672,17
1118,-16.8664,21.9674,19
1119,-16.8664,22.5675,16
1120,-16.8664,23.1676,8
1121,-16.8664,23.7678,21
1122,-16.8664,24.3679,25
1123,-16.8664,24.9680,17
1124,-16.8664,25.5682,17
1125,-16.8664,26.1683,13
1126,-16.8664,27.3686,1
1127,-16.8664,27.9687,5
1128,-16.8664,28.5688,50
1129,-16.8664,29.1689,13
1130,-16.2824,-28.4438,15
1131,-16.2824,-27.8436,48
1132,-16.2824,-27.2435,32
1133,-16.2824,-26.6434,34
1134,-16.2824,-26.0432,31
1135,-16.2824,-25.4431,35
1136,-16.2824,-24.8430,31
1137,-16.2824,-24.2428,25
1138,-16.2824,-23.6427,37
1139,-16.2824,-23.0426,36
1140,-16.2824,-22.4424,28
1141,-16.2824,-21.8423,16
1142,-16.2824,-21.2422,28
1143,-16.2824,-20.6420,31
1144,-16.2824,-20.0419,20
1145,-16.2824,-19.4418,13
1146,-16.2824,-18.8416,18
1147,-16.2824,-18.2415,14
1148,-16.2824,-17.6414,17
1149,-16.2824,-17.0412,17
1150,-16.2824,-16.4411,18
1151,-16.2824,-15.8410,20
1152,-16.2824,-15.2408,11
1153,-16.2824,-14.6407,16
1154,-16.2824,-14.0406,23
1155,-16.2824,-13.4404,32
1156,-16.2824,-12.8403,11
1157,-16.2824,-12.2402,11
1158,-16.2824,-11.6400,11
1159,-16.2824,-11.0399,8
1160,-16.2824,-10.4398,4
1161,-16.2824,-9.8396,7
1162,-16.2824,-9.2395,4
1163,-16.2824,-8.6394,3
1164,-16.2824,-8.0393,4
1165,-16.2824,-7.4391,4
1166,-16.2824,-6.8390,4
1167,-16.2824,-6.2389,1
1168,-16.2824,-5.6387,1
1169,-16.2824,-5.0386,3
1170,-16.2824,-4.4385,1
1171,-16.2824,-3.8383,2
1172,-16.2824,-3.2382,3
1173,-16.2824,0.9627,1
1174,-16.2824,2.7631,1
1175,-16.2824,3.9634,1
1176,-16.2824,4.5635,1
1177,-16.2824,5.7638,2
1178,-16.2824,6.3639,2
1179,-16.2824,6.9641,2
1180,-16.2824,7.5642,2
1181,-16.2824,8.1643,6
1182,-16.2824,8.7645,13
1183,-16.2824,9.3646,10
1184,-16.2824,9.9647,15
1185,-16.2824,10.5648,24
1186,-16.2824,11.1650,34
1187,-16.2824,11.7651,16
1188,-16.2824,12.3652,33
1189,-16.2824,12.9654,28
1190,-16.2824,13.5655,29
1191,-16.2824,14.1656,12
1192,-16.2824,14.7658,11
1193,-16.2824,15.3659,3
1194,-16.2824,15.9660,8
1195,-16.2824,16.5662,1
1196,-16.2824,17.1663,2
1197,-16.2824,17.7664,5
1198,-16.2824,18.3666,4
1199,-16.2824,18.9667,4
1200,-16.2824,19.5668,7
1201,-16.2824,20.1670,2
1202,-16.2824,20.7671,1
1203,-16.2824,21.3672,6
1204,-16.2824,21.9674,15
1205,-16.2824,22.5675,18
1206,-16.2824,23.1676,16
1207,-16.2824,23.7678,25
1208,-16.2824,24.3679,36
1209,-16.2824,24.9680,20
1210,-16.2824,25.5682,5
1211,-16.2824,26.7684,3
1212,-16.2824,27.3686,7
1213,-16.2824,27.9687,25
1214,-16.2824,28.5688,19
1215,-15.6984,-30.2441,1
1216,-15.6984,-28.4438,15
1217,-15.6984,-27.8436,34
1218,-15.6984,-27.2435,35
1219,-15.6984,-26.6434,25
1220,-15.6984,-26.0432,24
1221,-15.6984,-25.4431,34
1222,-15.6984,-24.8430,27
1223,-15.6984,-24.2428,35
1224,-15.6984,-23.6427,30
1225,-15.6984,-23.0426,19
1226,-15.6984,-22.4424,24
1227,-15.6984,-21.8423,21
1228,-15.6984,-21.2422,18
1229,-15.6984,-20.6420,24
1230,-15.6984,-20.0419,26
1231,-15.6984,-19.4418,16
1232,-15.6984,-18.8416,17
1233,-15.6984,-18.2415,20
1234,-15.6984,-17.6414,30
1235,-15.6984,-17.0412,18
1236,-15.6984,-16.4411,25
1237,-15.6984,-15.8410,18
1238,-15.6984,-15.2408,11
1239,-15.6984,-14.6407,13
1240,-15.6984,-14.0406,9
1241,-15.6984,-13.4404,22
1242,-15.6984,-12.8403,20
1243,-15.6984,-12.2402,14
1244,-15.6984,-11.6400,7
1245,-15.6984,-11.0399,12
1246,-15.6984,-10.4398,4
1247,-15.6984,-9.8396,5
1248,-15.6984,-9.2395,5
1249,-15.6984,-8.6394,4
1250,-15.6984,-8.0393,4
1251,-15.6984,-7.4391,2
1252,-15.6984,-6.8390,5
1253,-15.6984,-5.6387,3
1254,-15.6984,-5.0386,5
1255,-15.6984,-4.4385,3
1256,-15.6984,-3.8383,1
1257,-15.6984,-2.6381,1
1258,-15.6984,0.3626,1
1259,-15.6984,0.9627,1
1260,-15.6984,1.5629,1
1261,-15.6984,2.1630,1
1262,-15.6984,3.9634,1
1263,-15.6984,4.5635,1
1264,-15.6984,5.1637,2
1265,-15.6984,5.7638,1
1266,-15.6984,6.3639,2
1267,-15.6984,6.9641,9
1268,-15.6984,7.5642,11
1269,-15.6984,8.1643,10
1270,-15.6984,8.7645,16
1271,-15.6984,9.3646,17
1272,-15.6984,9.9647,22
1273,-15.6984,10.5648,20
1274,-15.6984,11.1650,27
1275,-15.6984,11.7651,28
1276,-15.6984,12.3652,24
1277,-15.6984,12.9654,22
1278,-15.6984,13.5655,20
1279,-15.6984,14.1656,12
1280,-15.6984,14.7658,6
1281,-15.6984,15.3659,6
1282,-15.6984,15.9660,9
1283,-15.6984,16.5662,2
1284,-15.6984,17.1663,2
1285,-15.6984,17.7664,3
1286,-15.6984,18.3666,2
1287,-15.6984,18.9667,3
1288,-15.6984,19.5668,4
1289,-15.6984,20.1670,5
1290,-15.6984,20.7671,3
1291,-15.6984,21.3672,7
1292,-15.6984,21.9674,15
1293,-15.6984,22.5675,14
1294,-15.6984,23.1676,14
1295,-15.6984,23.7678,29
1296,-15.6984,24.3679,27
1297,-15.6984,24.9680,6
1298,-15.6984,27.3686,17
1299,-15.6984,27.9687,9
1300,-15.6984,28.5688,7
1301,-15.6984,34.5701,33
1302,-15.1143,-29.0439,2
1303,-15.1143,-28.4438,10
1304,-15.1143,-27.8436,8
1305,-15.1143,-27.2435,13
1306,-15.1143,-26.6434,23
1307,-15.1143,-26.0432,18
1308,-15.1143,-25.4431,28
1309,-15.1143,-24.8430,33
1310,-15.1143,-24.2428,13
1311,-15.1143,-23.6427,16
1312,-15.1143,-23.0426,21
1313,-15.1143,-22.4424,15
1314,-15.1143,-21.8423,23
1315,-15.1143,-21.2422,22
1316,-15.1143,-20.6420,21
1317,-15.1143,-20.0419,12
1318,-15.1143,-19.4418,11
1319,-15.1143,-18.8416,17
1320,-15.1143,-18.2415,19
1321,-15.1143,-17.6414,7
1322,-15.1143,-17.0412,10
1323,-15.1143,-16.4411,9
1324,-15.1143,-15.8410,5
1325,-15.1143,-15.2408,12
1326,-15.1143,-14.6407,11
1327,-15.1143,-14.0406,10
1328,-15.1143,-13.4404,17
1329,-15.1143,-12.8403,2
1330,-15.1143,-12.2402,7
1331,-15.1143,-11.6400,5
1332,-15.1143,-11.0399,2
1333,-15.1143,-10.4398,5
1334,-15.1143,-9.8396,3
1335,-15.1143,-9.2395,2
1336,-15.1143,-8.6394,3
1337,-15.1143,-8.0393,3
1338,-15.1143,-7.4391,1
1339,-15.1143,-6.8390,3
1340,-15.1143,-6.2389,1
1341,-15.1143,-5.6387,3
1342,-15.1143,-5.0386,4
1343,-15.1143,-3.8383,1
1344,-15.1143,-3.2382,2
1345,-15.1143,-2.0379,1
1346,-15.1143,-1.4378,1
1347,-15.1143,-0.2375,1
1348,-15.1143,2.1630,1
1349,-15.1143,2.7631,1
1350,-15.1143,5.1637,2
1351,-15.1143,5.7638,2
1352,-15.1143,6.3639,2
1353,-15.1143,6.9641,7
1354,-15.1143,7.5642,11
1355,-15.1143,8.1643,10
1356,-15.1143,8.7645,14
1357,-15.1143,9.3646,19
1358,-15.1143,9.9647,27
1359,-15.1143,10.5648,28
1360,-15.1143,11.1650,14
1361,-15.1143,11.7651,22
1362,-15.1143,12.3652,24
1363,-15.1143,12.9654,11
1364,-15.1143,13.5655,8
1365,-15.1143,14.1656,9
1366,-15.1143,14.7658,3
1367,-15.1143,15.3659,5
1368,-15.1143,15.9660,1
1369,-15.1143,16.5662,3
1370,-15.1143,17.1663,1
1371,-15.1143,17.7664,1
1372,-15.1143,18.3666,2
1373,-15.1143,18.9667,1
1374,-15.1143,20.1670,3
1375,-15.1143,20.7671,5
1376,-15.1143,21.3672,10
1377,-15.1143,21.9674,16
1378,-15.1143,22.5675,13
1379,-15.1143,23.1676,30
1380,-15.1143,23.7678,16
1381,-15.1143,26.7684,3
1382,-15.1143,27.3686,9
1383,-15.1143,27.9687,11
1384,-15.1143,28.5688,1
1385,-15.1143,33.9700,2
1386,-15.1143,34.5701,38
1387,-14.5303,-32.6447,6
1388,-14.5303,-32.0445,1
1389,-14.5303,-29.6440,1
1390,-14.5303,-29.0439,8
1391,-14.5303,-28.4438,2
1392,-14.5303,-27.8436,9
1393,-14.5303,-27.2435,9
1394,-14.5303,-26.6434,18
1395,-14.5303,-26.0432,12
1396,-14.5303,-25.4431,33
1397,-14.5303,-24.8430,23
1398,-14.5303,-24.2428,11
1399,-14.5303,-23.6427,12
1400,-14.5303,-23.0426,18
1401,-14.5303,-22.4424,15
1402,-14.5303,-21.8423,17
1403,-14.5303,-21.2422,18
1404,-14.5303,-20.6420,14
1405,-14.5303,-20.0419,13
1406,-14.5303,-19.4418,11
1407,-14.5303,-18.8416,15
1408,-14.5303,-18.2415,15
1409,-14.5303,-17.6414,10
1410,-14.5303,-17.0412,8
1411,-14.5303,-16.4411,8
1412,-14.5303,-15.8410,9
1413,-14.5303,-15.2408,7
1414,-14.5303,-14.6407,6
1415,-14.5303,-14.0406,15
1416,-14.5303,-13.4404,12
1417,-14.5303,-12.8403,6
1418,-14.5303,-12.2402,6
1419,-14.5303,-11.6400,8
1420,-14.5303,-11.0399,4
1421,-14.5303,-10.4398,5
1422,-14.5303,-9.8396,8
1423,-14.5303,-9.2395,4
1424,-14.5303,-8.6394,3
1425,-14.5303,-8.0393,2
1426,-14.5303,-7.4391,1
1427,-14.5303,-6.8390,2
1428,-14.5303,-6.2389,5
1429,-14.5303,-5.6387,5
1430,-14.5303,-5.0386,3
1431,-14.5303,-4.4385,6
1432,-14.5303,-3.8383,5
1433,-14.5303,-3.2382,1
1434,-14.5303,-2.6381,2
1435,-14.5303,-0.8377,2
1436,-14.5303,-0.2375,2
1437,-14.5303,0.3626,1
1438,-14.5303,1.5629,2
1439,-14.5303,2.1630,2
1440,-14.5303,3.3633,1
1441,-14.5303,3.9634,1
1442,-14.5303,4.5635,3
1443,-14.5303,5.1637,6
1444,-14.5303,5.7638,2
1445,-14.5303,6.3639,7
1446,-14.5303,6.9641,6
1447,-14.5303,7.5642,8
1448,-14.5303,8.1643,13
1449,-14.5303,8.7645,19
1450,-14.5303,9.3646,20
1451,-14.5303,9.9647,17
1452,-14.5303,10.5648,16
1453,-14.5303,11.1650,11
1454,-14.5303,11.7651,10
1455,-14.5303,12.3652,16
1456,-14.5303,12.9654,4
1457,-14.5303,13.5655,9
1458,-14.5303,14.1656,8
1459,-14.5303,14.7658,2
1460,-14.5303,15.3659,1
1461,-14.5303,15.9660,4
1462,-14.5303,16.5662,1
1463,-14.5303,17.7664,1
1464,-14.5303,18.3666,2
1465,-14.5303,18.9667,1
1466,-14.5303,19.5668,6
1467,-14.5303,20.1670,3
1468,-14.5303,20.7671,3
1469,-14.5303,21.3672,7
1470,-14.5303,21.9674,14
1471,-14.5303,22.5675,26
1472,-14.5303,23.1676,7
1473,-14.5303,23.7678,1
1474,-14.5303,26.7684,3
1475,-14.5303,27.3686,4
1476,-14.5303,27.9687,11
1477,-14.5303,33.3699,1
1478,-14.5303,33.9700,54
1479,-14.5303,34.5701,1
1480,-13.9463,-32.6447,25
1481,-13.9463,-32.0445,13
1482,-13.9463,-31.4444,1
1483,-13.9463,-30.8443,1
1484,-13.9463,-30.2441,2
1485,-13.9463,-29.6440,14
1486,-13.9463,-29.0439,8
1487,-13.9463,-27.8436,12
1488,-13.9463,-27.2435,11
1489,-13.9463,-26.6434,15
1490,-13.9463,-26.0432,20
1491,-13.9463,-25.4431,20
1492,-13.9463,-24.8430,24
1493,-13.9463,-24.2428,16
1494,-13.9463,-23.6427,23
1495,-13.9463,-23.0426,23
1496,-13.9463,-22.4424,29
1497,-13.9463,-21.8423,23
1498,-13.9463,-21.2422,20
1499,-13.9463,-20.6420,18
1500,-13.9463,-20.0419,11
1501,-13.9463,-19.4418,14
1502,-13.9463,-18.8416,8
1503,-13.9463,-18.2415,4
1504,-13.9463,-17.6414,9
1505,-13.9463,-17.0412,3
1506,-13.9463,-16.4411,13
1507,-13.9463,-15.8410,14
1508,-13.9463,-15.2408,11
1509,-13.9463,-14.6407,7
1510,-13.9463,-14.0406,6
1511,-13.9463,-13.4404,7
1512,-13.9463,-12.8403,8
1513,-13.9463,-12.2402,2
1514,-13.9463,-11.6400,8
1515,-13.9463,-11.0399,7
1516,-13.9463,-10.4398,3
1517,-13.9463,-9.8396,3
1518,-13.9463,-9.2395,4
1519,-13.9463,-8.6394,3
1520,-13.9463,-8.0393,6
1521,-13.9463,-7.4391,4
1522,-13.9463,-6.8390,3
1523,-13.9463,-6.2389,1
1524,-13.9463,-5.6387,7
1525,-13.9463,-5.0386,4
1526,-13.9463,-4.4385,1
1527,-13.9463,-3.8383,5
1528,-13.9463,-3.2382,2
1529,-13.9463,-2.6381,1
1530,-13.9463,-1.4378,3
1531,-13.9463,-0.2375,1
1532,-13.9463,0.3626,1
1533,-13.9463,0.9627,3
1534,-13.9463,2.1630,3
1535,-13.9463,2.7631,3
1536,-13.9463,3.3633,2
1537,-13.9463,3.9634,2
1538,-13.9463,4.5635,5
1539,-13.9463,5.1637,3
1540,-13.9463,5.7638,8
1541,-13.9463,6.3639,7
1542,-13.9463,6.9641,5
1543,-13.9463,7.5642,8
1544,-13.9463,8.1643,21
1545,-13.9463,8.7645,23
1546,-13.9463,9.3646,21
1547,-13.9463,9.9647,21
1548,-13.9463,10.5648,21
1549,-13.9463,11.1650,12
1550,-13.9463,11.7651,20
1551,-13.9463,12.3652,17
1552,-13.9463,12.9654,12
1553,-13.9463,13.5655,5
1554,-13.9463,14.1656,5
1555,-13.9463,14.7658,4
1556,-13.9463,15.3659,1
1557,-13.9463,16.5662,4
1558,-13.9463,17.1663,3
1559,-13.9463,17.7664,1
1560,-13.9463,18.3666,3
1561,-13.9463,18.9667,3
1562,-13.9463,19.5668,9
1563,-13.9463,20.1670,9
1564,-13.9463,20.7671,7
1565,-13.9463,21.3672,35
1566,-13.9463,21.9674,19
1567,-13.9463,22.5675,2
1568,-13.9463,26.7684,1
1569,-13.9463,27.3686,4
1570,-13.9463,32.7697,8
1571,-13.9463,33.3699,56
1572,-13.9463,33.9700,14
1573,-13.3623,-29.6440,12
1574,-13.3623,-29.0439,41
1575,-13.3623,-28.4438,18
1576,-13.3623,-27.8436,8
1577,-13.3623,-27.2435,5
1578,-13.3623,-26.6434,14
1579,-13.3623,-26.0432,24
1580,-13.3623,-25.4431,31
1581,-13.3623,-24.8430,27
1582,-13.3623,-24.2428,13
1583,-13.3623,-23.6427,15
1584,-13.3623,-23.0426,15
1585,-13.3623,-22.4424,24
1586,-13.3623,-21.8423,20
1587,-13.3623,-21.2422,28
1588,-13.3623,-20.6420,22
1589,-13.3623,-20.0419,11
1590,-13.3623,-19.4418,11
1591,-13.3623,-18.8416,9
1592,-13.3623,-18.2415,4
1593,-13.3623,-17.6414,5
1594,-13.3623,-17.0412,6
1595,-13.3623,-16.4411,7
1596,-13.3623,-15.8410,6
1597,-13.3623,-15.2408,6
1598,-13.3623,-14.6407,20
1599,-13.3623,-14.0406,6
1600,-13.3623,-13.4404,10
1601,-13.3623,-12.8403,7
1602,-13.3623,-12.2402,6
1603,-13.3623,-11.6400,6
1604,-13.3623,-11.0399,5
1605,-13.3623,-10.4398,5
1606,-13.3623,-9.8396,6
1607,-13.3623,-9.2395,6
1608,-13.3623,-8.6394,8
1609,-13.3623,-8.0393,5
1610,-13.3623,-7.4391,1
1611,-13.3623,-6.8390,5
1612,-13.3623,-6.2389,8
1613,-13.3623,-5.6387,4
1614,-13.3623,-5.0386,8
1615,-13.3623,-4.4385,10
1616,-13.3623,-3.8383,10
1617,-13.3623,-3.2382,9
1618,-13.3623,-2.6381,7
1619,-13.3623,-2.0379,9
1620,-13.3623,-1.4378,8
1621,-13.3623,-0.8377,5
1622,-13.3623,-0.2375,5
1623,-13.3623,0.3626,3
1624,-13.3623,0.9627,3
1625,-13.3623,1.5629,4
1626,-13.3623,2.1630,2
1627,-13.3623,3.3633,3
1628,-13.3623,3.9634,3
1629,-13.3623,4.5635,2
1630,-13.3623,5.1637,2
1631,-13.3623,5.7638,2
1632,-13.3623,6.3639,11
1633,-13.3623,6.9641,9
1634,-13.3623,7.5642,11
1635,-13.3623,8.1643,23
1636,-13.3623,8.7645,18
1637,-13.3623,9.3646,17
1638,-13.3623,9.9647,14
1639,-13.3623,10.5648,14
1640,-13.3623,11.1650,17
1641,-13.3623,11.7651,11
1642,-13.3623,12.3652,9
1643,-13.3623,12.9654,7
1644,-13.3623,13.5655,7
1645,-13.3623,14.1656,3
1646,-13.3623,14.7658,5
1647,-13.3623,15.3659,3
1648,-13.3623,15.9660,2
1649,-13.3623,16.5662,2
1650,-13.3623,17.1663,5
1651,-13.3623,17.7664,2
1652,-13.3623,18.3666,5
1653,-13.3623,18.9667,15
1654,-13.3623,19.5668,13
1655,-13.3623,20.1670,20
1656,-13.3623,20.7671,31
1657,-13.3623,21.3672,33
1658,-13.3623,21.9674,3
1659,-13.3623,24.3679,1
1660,-13.3623,26.7684,1
1661,-13.3623,27.3686,2
1662,-13.3623,31.5695,1
1663,-13.3623,32.1696,5
1664,-13.3623,32.7697,61
1665,-13.3623,33.3699,23
1666,-12.7783,-28.4438,1
1667,-12.7783,-27.2435,1
1668,-12.7783,-26.6434,4
1669,-12.7783,-26.0432,15
1670,-12.7783,-25.4431,8
1671,-12.7783,-24.8430,12
1672,-12.7783,-24.2428,5
1673,-12.7783,-23.6427,13
1674,-12.7783,-23.0426,8
1675,-12.7783,-22.4424,18
1676,-12.7783,-21.8423,24
1677,-12.7783,-21.2422,19
1678,-12.7783,-20.6420,15
1679,-12.7783,-20.0419,9
1680,-12.7783,-19.4418,4
1681,-12.7783,-18.8416,3
1682,-12.7783,-18.2415,6
1683,-12.7783,-17.6414,3
1684,-12.7783,-17.0412,7
1685,-12.7783,-16.4411,6
1686,-12.7783,-15.8410,2
1687,-12.7783,-15.2408,7
1688,-12.7783,-14.6407,12
1689,-12.7783,-14.0406,9
1690,-12.7783,-13.4404,15
1691,-12.7783,-12.8403,6
1692,-12.7783,-12.2402,5
1693,-12.7783,-11.6400,8
1694,-12.7783,-11.0399,9
1695,-12.7783,-10.4398,8
1696,-12.7783,-9.2395,6
1697,-12.7783,-8.6394,5
1698,-12.7783,-8.0393,8
1699,-12.7783,-7.4391,4
1700,-12.7783,-6.8390,9
1701,-12.7783,-6.2389,13
1702,-12.7783,-5.6387,11
1703,-12.7783,-5.0386,13
1704,-12.7783,-4.4385,19
1705,-12.7783,-3.8383,10
1706,-12.7783,-3.2382,14
1707,-12.7783,-2.6381,13
1708,-12.7783,-2.0379,6
1709,-12.7783,-1.4378,8
1710,-12.7783,-0.8377,3
1711,-12.7783,-0.2375,6
1712,-12.7783,0.3626,5
1713,-12.7783,0.9627,5
1714,-12.7783,1.5629,5
1715,-12.7783,2.1630,1
1716,-12.7783,2.7631,5
1717,-12.7783,3.3633,3
1718,-12.7783,3.9634,3
1719,-12.7783,4.5635,3
1720,-12.7783,5.1637,13
1721,-12.7783,5.7638,9
1722,-12.7783,6.3639,13
1723,-12.7783,6.9641,14
1724,-12.7783,7.5642,27
1725,-12.7783,8.1643,13
1726,-12.7783,8.7645,24
1727,-12.7783,9.3646,17
1728,-12.7783,9.9647,16
1729,-12.7783,10.5648,16
1730,-12.7783,11.1650,17
1731,-12.7783,11.7651,11
1732,-12.7783,12.3652,12
1733,-12.7783,12.9654,8
1734,-12.7783,13.5655,9
1735,-12.7783,14.1656,1
1736,-12.7783,14.7658,2
1737,-12.7783,15.3659,1
1738,-12.7783,15.9660,1
1739,-12.7783,16.5662,4
1740,-12.7783,17.1663,8
1741,-12.7783,17.7664,8
