names,logfoldchanges,pvals_adj
GNL1,0.54526436,7.57199435320371e-12
SAP30BP,0.51065046,1.108718493257766e-11
INKA1,0.57503897,1.1894404878251357e-11
CHEK2,0.6352744,1.2605396618526456e-11
FAM76B,0.64129484,1.719222987359872e-11
SLC1A4,0.6515491,1.7436355924640896e-11
FANCA,0.5231881,2.1740767923688367e-11
CENPO,0.78344524,2.7162036843523603e-11
USP37,0.6119699,3.028291200391922e-11
NUP155,0.6635909,3.320798427539251e-11
CTDSPL2,0.5878124,3.62015444706216e-11
ZNF83,0.69375414,3.982714200600171e-11
MDK,0.6592518,3.993559015103796e-11
HAUS2,0.632526,5.052569276508108e-11
DLST,0.51622653,5.768570043318405e-11
KIF18B,0.9191954,8.075972127458152e-11
JADE1,0.5351474,8.672813386769961e-11
OIP5,0.5622968,9.650638032780436e-11
NEMP1,0.7315914,9.81028120975545e-11
MYO18A,0.5095551,1.0052252945916038e-10
N4BP2,0.62554586,1.1389379203986983e-10
XRCC1,0.50169915,1.273421740565589e-10
ARHGAP19,0.6766838,1.3023365949882984e-10
PDE4B,1.0992378,1.593722915027541e-10
CHAF1B,0.6483816,1.805528579653247e-10
TCEAL3,0.5482131,2.311288103432492e-10
RFX2,0.8343216,2.6119463258699455e-10
LINC00342,0.5447018,3.246079301795915e-10
MAST4,0.64626396,8.706596581592483e-10
RBM15,0.67887324,9.344159494262705e-10
GUCY1B1,0.68569386,1.1864082807771069e-09
ELMSAN1,0.53544825,1.3479392884690148e-09
LRCH1,0.7724686,1.4084370006510077e-09
CCDC82,0.5479413,1.5377552104047054e-09
SLF2,0.67413646,1.6377838330662371e-09
DNTT,0.90847456,2.0672797042438173e-09
CD83,0.81562877,2.5241670433461954e-09
DOT1L,0.5176313,2.6436009112629257e-09
MCTP2,0.59730405,2.886517893631858e-09
ECM1,0.9155977,3.3559820769899844e-09
RHNO1,0.51831263,3.409705205680624e-09
CIAO3,0.5121102,3.814931073460838e-09
NR2C2,0.6392724,4.185080307724442e-09
KLF2,0.63980895,4.625029446335952e-09
HAUS8,0.94916064,4.886658141835195e-09
HASPIN,0.9213196,5.465093356900503e-09
POLA1,0.57620555,5.947885506623573e-09
FIGNL1,0.7192459,6.68958021525895e-09
ZGRF1,0.6178945,7.937232818348438e-09
CCNE1,0.7261727,8.309714030619116e-09
ORC1,0.58255553,9.485469739144712e-09
CEP295,0.5495255,1.1101808467377293e-08
E2F7,1.5198079,1.4172383295909854e-08
NDC1,0.5943828,1.4701692457842864e-08
ARID5A,0.5818656,1.719409265468141e-08
GGA3,0.62878525,2.1674888539171607e-08
CNOT10,0.5044615,2.4977178398235686e-08
TRBC2,0.9301265,2.8998948209625418e-08
CEP85,0.603483,2.9065677727502854e-08
COG4,0.53908414,3.4997950253774344e-08
BUD13,0.5900162,4.212038886498812e-08
POLE2,0.6656439,4.4421523615269e-08
AL662797.1,0.8563713,4.509675574368387e-08
MFAP4,0.95786667,5.705795906071656e-08
XRCC2,0.55660075,5.920385872390824e-08
DNA2,0.7337489,6.021850483307404e-08
SKA1,1.0068395,8.32469974239336e-08
MOV10,0.5815226,8.32469974239336e-08
DEPDC1B,0.6063426,9.113520443864439e-08
DLEU2,0.5668253,9.468641099244187e-08
DUSP10,0.5303797,1.2396339229610319e-07
RBBP5,0.678175,1.5125909901113873e-07
CENPL,0.7164989,1.5789762636025105e-07
CD52,0.52649516,1.664946004114639e-07
NUP85,0.52773726,1.8588638985811805e-07
ZNF672,0.5570707,1.8945205448088967e-07
FUZ,0.5087065,1.9413825244988482e-07
GABPB1,0.59413946,2.1877655335154842e-07
PPM1D,0.5342937,2.213078930972606e-07
ZNF592,0.50720704,2.3519784937635677e-07
CRACR2B,0.9660073,2.470619702765732e-07
CEP135,0.5022921,2.989920784591853e-07
ALMS1,0.6423187,3.0347604075122383e-07
ST18,1.2702918,3.080384982680263e-07
NUP188,0.5269887,3.3511616369250095e-07
TMIGD2,0.57471585,3.8800177443231684e-07
GINS4,0.5714735,4.264376060284575e-07
CDK11B,0.5884867,4.4519244349960253e-07
APP,0.6921139,5.379081547916654e-07
SLC25A40,0.52021325,5.762908658485966e-07
MCM8,0.56021786,6.217745686577543e-07
CENPP,0.5725425,6.988719941106589e-07
RHOH,0.7618193,7.87657088161829e-07
GIGYF1,0.5228642,1.1166136791136206e-06
CD200,0.55415183,1.2650088945115575e-06
NFKBID,0.60158813,1.321077520868738e-06
TNFAIP3,0.7432376,1.4594682676964105e-06
ESPL1,0.8562039,1.607645741741322e-06
PSMC3IP,0.5554978,1.6760907175596713e-06
ZNF331,0.77412885,2.51978384457603e-06
NAB1,0.53743595,2.6222439321562117e-06
DHX40,0.56225264,2.66515007878295e-06
CNTROB,0.50752187,2.9828917832011197e-06
ABI2,0.5291104,3.098350946981256e-06
PRKD3,0.67340696,3.485003331582856e-06
TUBA4A,0.61717397,3.5071092577345295e-06
REXO5,0.5432681,4.18594905023072e-06
COBLL1,1.0324153,4.2637459676085296e-06
C1orf21,0.50156903,4.313052376400936e-06
MPO,0.5279135,4.459825030974024e-06
PIGU,0.70615417,4.575058376548656e-06
ATF3,0.530591,5.042894301316625e-06
GTF2A1,0.56512564,5.918304914245162e-06
GNG2,0.532878,6.823091116275949e-06
TRH,0.54654306,6.991050205334461e-06
RELL1,0.54845273,7.047251730673144e-06
ALDH7A1,0.71205986,7.293036457793954e-06
ZWILCH,0.5256527,7.664659296391413e-06
RAD9A,0.50401384,7.871436448411479e-06
ZNRF2,0.503959,8.243381025407617e-06
NUDT15,0.50126475,9.497791444240606e-06
PKNOX1,0.6279906,9.627410441930852e-06
TOE1,0.5071479,1.091266735895384e-05
LDLRAD4,0.6907308,1.0964891356108463e-05
RASSF5,0.6310028,1.2021825772374602e-05
SP2,0.663273,1.3157395746631093e-05
SPIN4,0.5514236,1.5051605240316583e-05
IFT22,0.5492209,1.5442949042307695e-05
GINS3,0.61522424,1.7132375084294266e-05
KIAA1841,0.6495164,1.87180651144357e-05
MICB,0.87481236,1.9954293927927003e-05
MBNL3,0.5130129,2.022007652524623e-05
MYO5C,0.72592145,2.1368452816441654e-05
LRRC42,0.5631873,2.17334489311998e-05
MMRN1,0.6288481,2.3831041952279178e-05
INTS7,0.64914834,2.4453702825513992e-05
C2CD3,0.6578653,2.4547651542484607e-05
GNAI1,0.7855637,2.7460087170802584e-05
LRRC57,0.637042,2.879899176630006e-05
FOXJ3,0.5232978,3.795001660173917e-05
TMEM143,0.8012967,4.1639206102666244e-05
GK,0.61644197,4.315076718970791e-05
CSRP2,0.8287554,4.339888101128105e-05
ZNF718,0.66419405,4.618806507192944e-05
NRF1,0.6539868,5.4429053463267434e-05
NEDD1,0.5319861,5.798800960109063e-05
AUTS2,0.516448,5.851217673869649e-05
KIF24,0.9875885,6.086696171414261e-05
RTTN,0.61422795,6.357688831914409e-05
INPP5B,0.5297876,7.341182765582509e-05
PER1,0.52988416,7.559027553015494e-05
C4orf46,0.5238729,8.588345341845334e-05
EME1,0.78380007,9.169609210525525e-05
WT1,0.66516155,9.206644886169877e-05
KATNAL1,0.6632096,9.41125484516195e-05
PYGO2,0.5270326,9.617731630487506e-05
SPRY1,1.0325489,9.881355901539347e-05
AIF1L,0.5084876,0.00010216682522437286
MAPK8,0.5017443,0.00010545316415600088
SLC16A7,0.5071618,0.00010820441722093938
SYNE1,0.668945,0.00011314736130238347
CHRFAM7A,0.5531574,0.0001307637862231665
AC239868.1,1.1663294,0.00013185565172914795
TSPAN7,0.74876195,0.0001340142304206902
RP2,0.51500326,0.00014101140148327937
SLC25A25,0.6722242,0.00015203151393625036
CLIP3,1.0989989,0.0001606218669530602
MIS12,0.57158875,0.000175913968138044
GPR174,0.51183385,0.00018059881605244726
EMP1,0.8305928,0.0002008025594578669
RALGAPB,0.52947366,0.00021804668727261464
MAFF,0.83225054,0.0002193647188003494
RAD54B,0.68551576,0.00022665408961344507
VSIG10,0.58509284,0.00026625531973071496
POLH,0.5663332,0.00027479997136030545
DEPDC5,0.5285674,0.00028113742436975265
NOG,0.85127515,0.00028716177633492617
PALM,0.56892854,0.0003042320014528312
RASGEF1B,0.9748117,0.00030624675536570665
PKN3,0.5241644,0.00030667354112986963
SENP7,0.5725968,0.0003113017034078514
CXCL2,0.5762641,0.00032785721543176236
MTBP,0.7394051,0.0003432052279286075
SFR1,0.5005026,0.00034776553078264726
SPICE1,0.5752144,0.00034776553078264726
DNASE1,0.55058545,0.0003619813929059264
GTDC1,0.6098898,0.00040048048933077717
OAS3,0.6124501,0.000409690638913516
ZBTB8A,0.6391071,0.00042555669158326353
CCDC15,0.6861306,0.0004459370094820213
SNAI1,0.60228086,0.0004470352143613989
NEDD4,0.5158847,0.00045642729879255615
DCLRE1B,0.68963575,0.000457058245022297
AC011446.2,0.73601115,0.00046704323460648506
TM4SF1,0.7081709,0.000482616473420174
PLEKHG2,0.61572725,0.0004889464473408477
UMODL1,0.5476714,0.0005873732587773961
LIN52,0.57757944,0.0006056697995839576
TAF9B,0.62595135,0.0006548337411001157
TYMSOS,0.62258685,0.0007258087403359505
GALNT14,0.68786544,0.0007600527112223944
TPSAB1,0.5813885,0.0007930169808371998
SERPINB9,0.82741827,0.001114514171351586
STAMBPL1,0.80411756,0.0012783840686135797
TMEM268,0.5343471,0.0013002080499935071
MMD,0.74213374,0.0014313428403084447
TMEM237,0.7411988,0.0015135869318562976
ZAP70,0.62582105,0.0015180078406261796
ZDHHC13,0.62624824,0.001672152743387311
TCTEX1D1,0.7679377,0.0017357416188500576
MTFR2,0.5408679,0.0017682802950867514
COCH,0.6911564,0.0017821746499851524
FMR1,0.5838737,0.0018098837733269185
ZEB1,0.52293754,0.0018828178002549371
PPP1R37,0.5481955,0.0019019287022031398
CDC25C,0.60460216,0.0021296620632727387
MN1,1.0321363,0.0022404573853244906
C17orf53,0.56769294,0.002338574496047219
ZNF143,0.5695992,0.0025100425301594702
PAXIP1,0.5099525,0.002668788298960658
NDST3,0.82286644,0.00271219244815186
KCNK17,0.69218266,0.002733875311077102
PTPRCAP,0.55817467,0.0029225889144704024
TCF7L2,0.5343157,0.002994189669638491
RBPMS,0.6726676,0.0032182918699761244
SYNJ2,0.5554123,0.0034561650763770954
WAKMAR2,0.82749456,0.0034561650763770954
NR4A1,1.0884883,0.0036571931614366635
CD109,0.63260597,0.0037277670480518263
PAM,0.52962554,0.003984801669912642
MFSD6,0.5046807,0.004604475823432096
EHD2,0.9651606,0.004703732473965189
AMOTL1,0.688585,0.00489299882950969
IER3,1.2036942,0.005341048044130739
AUNIP,0.8060924,0.005658684113340242
CEP162,0.51722884,0.005693060874222086
B3GLCT,0.8545079,0.007178563922773937
RAP1GAP2,0.56947166,0.007203490040187187
ALOX5AP,0.5183445,0.008274489694709678
RAD51B,0.5479553,0.00835271767108414
STK32B,0.63676393,0.008949185771443071
RASD1,0.80028474,0.009063065764920322
ZNF695,0.86359334,0.009224912072869379
ABHD17C,0.5493397,0.010765763864839073
TCEAL9,0.6603519,0.010801796166605367
DMC1,1.1910788,0.01191879747014291
TGFB1I1,0.7837291,0.012179899635995103
CAVIN1,0.8592877,0.012446269642870923
LRRC26,0.7015284,0.013161050067347763
IGHM,0.8933182,0.014004503418369526
VPREB1,1.0614439,0.014954990582937436
KIF13B,0.5634437,0.014977588738329935
TCF20,0.53255224,0.015171334503795885
WSB2,0.52421904,0.015435991998587357
PRAG1,0.55228204,0.015656427054719847
HACE1,0.56046176,0.01628385258766746
ENO2,0.7362752,0.017286676876280216
PLCG1,0.5637259,0.018248082077808717
AP002490.1,0.5713921,0.01832839908472391
AL365295.1,0.98513544,0.018852240406846084
CRIM1,0.6374507,0.01893626884295329
PRKCH,0.52366763,0.019004557938157092
PRTFDC1,1.1772876,0.01906924114006629
MELTF,0.57590204,0.01921742846069347
WT1-AS,0.6342805,0.02225012554996206
SV2A,0.5667615,0.023477410654651577
HEMGN,0.9280826,0.027327162703499445
CACNB4,0.54330057,0.027353381878290374
PTPRM,1.1860448,0.028285987025990153
MELTF-AS1,0.8230615,0.030106003178369024
SHD,1.1121323,0.030140594223745407
FBXO43,0.57355976,0.030140594223745407
CEP76,0.5645008,0.03066921093629558
LETM2,0.5637191,0.031039209415025363
SIPA1L1,0.5731875,0.0312957816097337
AKT3,0.6476972,0.03161681716820336
TRBV28,0.768334,0.03169309837739105
PPP1R16B,1.047598,0.031815333677524406
AC097376.3,0.6630308,0.03229619142823207
TNF,0.6497391,0.032508092716571894
INPP4B,0.66416633,0.03315248388434896
RIBC2,0.65083706,0.03746416522879447
RARRES2,1.0535066,0.042462254963339614
SCHIP1,0.54647684,0.04668696490938638
ZNF548,0.5708662,0.04723114042635376
SYCE2,0.84059894,0.047301871547864055
SYT11,0.5757224,0.047404791734902973
TSPAN5,0.6830938,0.047472501753690166
MZF1-AS1,1.0088382,0.047865601281984596
DHRS3,0.52620184,0.04871991226903118
