res,cluster,n_cells,mean_jaccard,sd_jaccard,top_patient_frac,top_patient,n_patients,top_PAC
4.5,45,2790,0.760704968273946,0.042185023980738645,0.17383512544802868,AML4363,30,-
4.5,46,628,0.6904343125517005,0.05975473677004492,0.7452229299363057,AML3210,22,FPAC_1:5%
4.5,47,754,0.26520600228165175,0.10916176278831048,0.22944297082228116,AML4090,23,FPAC_1:31%
4.5,48,2209,0.7407892909502927,0.1560452131265585,0.25033952014486194,AML3082,26,-
4.5,49,1298,0.6567121578676189,0.11541358621686483,0.2588597842835131,AML4000,22,-
4.5,50,1168,0.6450468759118764,0.11260144677826746,0.6429794520547946,AML4102,25,FPAC_1:3%
4.5,51,1566,0.7050236615391802,0.05129081084135409,0.6206896551724138,AML4363,26,PPAC_2:86%
4.5,52,360,0.45896672107353786,0.17762672471785362,0.1361111111111111,AML4304,28,PPAC_2:48%
4.5,53,1092,0.7238800584747642,0.03697400971837846,0.2078754578754579,AML647,21,PPAC_3:2%
4.5,54,932,0.8509899916336255,0.10989454591268087,0.8594420600858369,AML882,20,-
4.5,55,533,0.7708435750351694,0.17374707151168994,0.5666041275797373,AML4116,18,-
4.5,56,1711,0.4212678460004081,0.09740377130382186,0.23728813559322035,AML4304,26,FPAC_1:13%
4.5,57,123,0.16167813118022586,0.22456889893679477,0.5447154471544715,AML4035,14,-
4.5,58,1147,0.9193693797048391,0.020498254236147172,0.9171752397558849,AML882,11,PPAC_2:1%
4.5,59,14,0.28239797526709937,0.3075804611090109,0.21428571428571427,AML4000,8,FPAC_1:7%
4.5,60,900,0.14368606408852003,0.0739890625512046,0.15333333333333332,AML3121,30,FPAC_1:6%
4.5,61,587,0.2843442644099249,0.14749383545761077,0.3850085178875639,AML4090,24,PPAC_1:4%
4.5,62,996,0.28759299069132094,0.15058868357077546,0.13755020080321284,AML4192,29,FPAC_1:1%
5.0,0,846,0.8334090263025423,0.046880907961157424,0.2990543735224586,0_HealthyBM2,22,PPAC_4:4%
5.0,1,532,0.8925775666856326,0.07843142330105106,0.4849624060150376,0_HealthyBM2,13,-
5.0,2,1645,0.26077238713932366,0.07626958275768334,0.2243161094224924,AML1355,28,FPAC_1:5%
5.0,3,1103,0.8751025663459495,0.04693618904298529,0.11060743427017226,AML335,30,PPAC_4:1%
5.0,4,329,0.14633124464600847,0.0397874579123459,0.1884498480243161,AML1355,24,PPAC_3:2%
5.0,5,1628,0.43819423169593075,0.11162124184133301,0.25614250614250617,AML4304,27,FPAC_1:12%
5.0,6,565,0.6416874363286916,0.23849692683300736,0.4247787610619469,AML4035,26,PPAC_4:3%
5.0,7,1241,0.7834737625882109,0.0412909488980842,0.1063658340048348,AML4035,29,PPAC_4:78%
5.0,8,1258,0.6371841474832453,0.17568992621778545,0.06995230524642289,AML4271,29,-
5.0,9,976,0.8499958132222393,0.021253247360416998,0.8063524590163934,AML4264,19,FPAC_2:89%
5.0,10,872,0.2611738647405081,0.12390650773582665,0.21559633027522937,AML4090,25,FPAC_1:30%
5.0,11,1013,0.4570136826819956,0.12007448968092359,0.4590325765054294,AML3121,23,PPAC_2:3%
5.0,12,2372,0.5274367908505172,0.1379378253526172,0.0948566610455312,AML335,30,FPAC_1:0%
5.0,13,701,0.6437118386010919,0.19716074530719443,0.9315263908701854,AML4232,13,PPAC_3:0%
5.0,14,1022,0.8245578621968036,0.1116631046439175,0.07142857142857142,AML3492,29,PPAC_4:96%
5.0,15,1094,0.5933603489311299,0.0845119250981538,0.19469835466179158,AML3082,25,FPAC_1:4%
5.0,16,792,0.6098017305387768,0.12882857123636915,0.4053030303030303,AML4000,19,-
5.0,17,1532,0.3948017357621504,0.13177692942521427,0.2859007832898172,AML4090,24,PPAC_1:75%
5.0,18,1543,0.2919884347464657,0.08179350213556134,0.22812702527543746,AML1355,25,FPAC_1:85%
5.0,19,663,0.6898137585520919,0.054077224538977293,0.7345399698340875,AML3210,21,FPAC_1:5%
5.0,20,1291,0.5903457449674805,0.09834660737571767,0.5019364833462432,AML3371,25,FPAC_1:9%
5.0,21,728,0.45931238487021114,0.09716744700164211,0.657967032967033,AML4264,23,PPAC_1:8%
5.0,22,1534,0.34188867331639206,0.09111127496104679,0.2666232073011734,AML3492,24,FPAC_1:72%
5.0,23,2050,0.4158700348290309,0.11767958919706548,0.1980487804878049,AML4304,30,PPAC_1:1%
5.0,24,1058,0.6389151863192184,0.13572255536321304,0.5425330812854442,AML647,24,PPAC_2:63%
5.0,25,738,0.2950739503686441,0.13263935265579838,0.3008130081300813,AML4090,24,FPAC_1:6%
5.0,26,160,0.05595774963762775,0.04024637865333525,0.2375,AML4304,18,PPAC_3:3%
5.0,27,2091,0.6132424500557201,0.1369749938465628,0.359636537541846,AML948,21,PPAC_1:90%
5.0,28,1544,0.9296463620332723,0.017459513587019748,0.9436528497409327,AML4035,21,FPAC_1:0%
5.0,29,844,0.7094401077286158,0.041384341614431726,0.3080568720379147,AML4271,25,PPAC_1:10%
5.0,30,1193,0.4974648268433938,0.11562419877694781,0.47946353730092206,AML4226,20,PPAC_2:66%
5.0,31,249,0.08946069031666905,0.06861864404690457,0.27309236947791166,AML4271,21,PPAC_3:7%
5.0,32,739,0.3506458834656854,0.09474046902272858,0.38971583220568334,AML4304,29,PPAC_3:91%
5.0,33,2431,0.832158640548714,0.047710050067973915,0.3772110242698478,AML4271,22,PPAC_2:0%
5.0,34,830,0.16418799067035167,0.10654329534550057,0.12771084337349398,AML3121,29,FPAC_1:5%
5.0,35,782,0.44149275622845285,0.19597285652666324,0.3069053708439898,AML4239,19,PPAC_1:1%
5.0,36,121,0.21923762853635975,0.06322431830010139,1.0,AML4062,1,-
5.0,37,1032,0.5997668177713485,0.1230440203895584,0.3062015503875969,AML3082,20,PPAC_2:2%
5.0,38,1499,0.7206615634948732,0.06041288363061077,0.6437625083388926,AML4363,26,PPAC_2:87%
5.0,39,372,0.826530741248505,0.1826450683167357,0.8360215053763441,AML4116,12,PPAC_5:93%
5.0,40,1351,0.337673358367381,0.09023613535720088,0.22649888971132495,AML1355,27,FPAC_1:5%
5.0,41,1660,0.2556512478718677,0.0728566102908546,0.2283132530120482,AML1355,23,PPAC_3:25%
5.0,42,1250,0.2761032998885767,0.08702774706697242,0.248,AML4090,23,FPAC_1:28%
5.0,43,26,0.019492177891824333,0.01697203979939615,0.3076923076923077,AML4010,9,PPAC_3:35%
5.0,44,1159,0.24389845379173108,0.0992156123571076,0.31233822260569455,AML4192,25,PPAC_3:67%
5.0,45,200,0.1603565597651492,0.06652696938547907,0.14,AML4192,22,FPAC_1:7%
5.0,46,1620,0.7264700121327565,0.11759793132055843,0.4993827160493827,AML3210,27,PPAC_3:1%
5.0,47,1361,0.47732994726364336,0.11992800642336279,0.21969140337986776,AML882,22,-
5.0,48,954,0.8671590032882411,0.07348310546803473,0.5157232704402516,AML4232,24,-
5.0,49,228,0.41966257653943606,0.1455828112011639,0.8421052631578947,AML3210,14,PPAC_1:68%
5.0,50,357,0.33163863056835463,0.09908381916484635,0.7366946778711485,AML3121,21,PPAC_1:42%
5.0,51,1444,0.6298089204670648,0.1508584125758559,0.22229916897506924,AML4226,30,FPAC_1:0%
5.0,52,1714,0.42430791372113913,0.11421673570283959,0.17852975495915985,AML3371,27,PPAC_1:0%
5.0,53,1501,0.6247408872289197,0.08180810567307506,0.5069953364423717,AML4000,29,PPAC_1:2%
5.0,54,1100,0.6964042075341328,0.035557513759942906,0.6727272727272727,AML4102,25,FPAC_1:3%
5.0,55,366,0.46326578778959043,0.2073451338873394,0.14207650273224043,AML4304,28,PPAC_2:48%
5.0,56,928,0.14758393722501165,0.05012632502071075,0.13038793103448276,AML4304,27,FPAC_1:12%
5.0,57,1099,0.5546442229048283,0.1222598898721157,0.37670609645131936,AML3082,23,-
5.0,58,624,0.7274038343556921,0.11326542197288378,0.4823717948717949,AML4116,19,-
5.0,59,1293,0.5893625251659889,0.08068518434465702,0.5197215777262181,AML3371,23,PPAC_1:63%
5.0,60,19,0.028088804975571802,0.04709462518951104,0.3157894736842105,AML335,5,FPAC_1:53%
5.0,61,1227,0.7543797392444074,0.0871558826117175,0.2208638956805216,AML4271,23,PPAC_3:0%
5.0,62,664,0.6867968031250113,0.09334714700808956,0.8253012048192772,AML882,18,FPAC_1:0%
5.0,63,1158,0.9240692107707362,0.009843509573624277,0.917098445595855,AML882,9,PPAC_2:1%
5.0,64,18,0.31285392219698466,0.2739902742568181,0.2222222222222222,AML4000,9,FPAC_1:6%
5.0,65,125,0.21826555016750288,0.2607215187116961,0.528,AML4035,15,-
5.0,66,804,0.94144183273509,0.09072021994882638,0.9626865671641791,AML4116,10,PPAC_5:99%
5.0,67,2575,0.761356826399708,0.044616918855874356,0.17553398058252428,AML4363,30,-
5.0,68,34,0.5021207930083781,0.45573316960677385,1.0,AML948,1,-
5.0,69,533,0.9570572250804208,0.025690874746507816,0.975609756097561,AML4127,2,PPAC_5:0%
5.0,70,1024,0.5358817930102073,0.1172350433712583,0.1279296875,AML4192,29,FPAC_1:0%
5.0,71,823,0.27913107667965004,0.10193734333467638,0.1421628189550425,AML4192,29,FPAC_1:2%
