subtype,n,LS,mean_pct,pval,fdr,neglog10fdr,label
NUP98-r,27,LS_29,2.050450357309879,0.5158909382310891,1.0,-0.0,LS29  B/plasma
NUP98-r,27,LS_30,5.53154631941327,0.48475959373136296,1.0,-0.0,LS30  T/NK
NUP98-r,27,LS_31,0.5525366845850473,0.998019265566388,1.0,-0.0,LS31  unresolved
NUP98-r,27,LS_32,1.2109874246227907,0.00038142869590500816,0.003533234235751655,2.451827570059542,LS32  HSC/MPP
NUP98-r,27,LS_33,1.6829193820234067,0.0014008685854865854,0.010566551616241673,1.9760667211489202,LS33  unresolved
NUP98-r,27,LS_34,2.0724191455433685,0.3503345535415663,0.8221184189775422,0.08506562162735443,LS34  Cell-cycle
NUP98-r,27,LS_35,0.9836519015762144,0.8766697286853912,1.0,-0.0,LS35  unresolved
NUP98-r,27,LS_36,1.2351711552284281,0.8274484799539126,1.0,-0.0,LS36  Neutrophil
NUP98-r,27,LS_37,0.9252688186370838,0.09401494603396626,0.3331536342680147,0.4773554447883536,LS37  Cell-cycle
NUP98-r,27,LS_38,2.8879477780555924,0.4142827067604071,0.926869784616504,0.03298127534287197,LS38  B/plasma
NUP98-r,27,LS_39,2.7203890473736796,0.04298188915546771,0.1848042912961884,0.733287948350671,LS39  unresolved
NUP98-r,27,LS_40,1.9991663559061439,0.000365196018244496,0.0035058817751471615,2.455202733212822,LS40  unresolved
NUP98-r,27,LS_41,1.0737348311899253,0.9850483619483162,1.0,-0.0,LS41  unresolved
NUP98-r,27,LS_42,2.7150911464200163,0.13206791828517306,0.4077886599682537,0.38956485551150527,LS42  HSC/MPP
NUP98-r,27,LS_43,2.955671159231647,0.8696129540688071,1.0,-0.0,LS43  Monocyte
NUP98-r,27,LS_44,5.8226478686883585,0.5371216142717519,1.0,-0.0,LS44  unresolved
NUP98-r,27,LS_45,0.17347393584320187,0.8864636082678161,1.0,-0.0,LS45  Macrophage
NUP98-r,27,LS_46,1.73643275748547,0.8764016660768009,1.0,-0.0,LS46  GMP
NUP98-r,27,LS_47,2.5287468983611245,0.6929022156320671,1.0,-0.0,LS47  Macrophage
NUP98-r,27,LS_48,1.1818620820774275,0.9998383010610873,1.0,-0.0,LS48  unresolved
CBFA2T3-GLIS2,9,LS_1,3.010101308468855,0.3288554502046047,0.7892530804910514,0.10278371436111172,LS1  Erythroid
