gene,log2FC,padj
C18orf21,0.105413206,0.24311874091967425
ZNF746,0.24949431,0.2432885679064976
REXO4,0.08809722,0.2432885679064976
EXOC1,0.10948499,0.24333633445743302
CCNC,0.094629206,0.24349662498502203
ADAM17,0.16218397,0.2440657976382261
MERTK,0.4500729,0.24472569889726226
TGFBR1,0.19151248,0.24501588901234697
ALG9,0.25805786,0.2452330051932874
BDH2,0.10499622,0.24559110697364933
NFAM1,0.29849556,0.24739222501947047
ADAMTS3,3.4054472,0.24744587694635095
NRBP1,0.06289228,0.24763605374932313
GNAI3,0.12950994,0.24789882218753898
PRIM2,0.31813598,0.24794302846726676
CYSLTR1,0.0137227345,0.24807383166341299
ARNTL2,0.7292132,0.2484624980507817
ZFYVE1,0.26669687,0.24854207092437378
AC011043.1,0.5974212,0.24857097055343136
MCM9,0.28607675,0.24895889437351823
CCDC188,1.966814,0.24999498919052632
SUZ12,0.10487394,0.25015113367248376
AL158152.1,0.44830567,0.25015113367248376
BBX,0.12305372,0.250260047018417
METTL1,0.14602074,0.2502640017640656
RMDN1,0.054856688,0.25033643417240653
CLSTN3,0.22900105,0.2505771246396035
MOK,0.56508106,0.2505940375249181
ATAD2,0.20064208,0.2508905633143976
AKR1E2,1.1348363,0.2509478979837963
AC046134.2,0.44616252,0.2513516088920003
HOOK2,0.009841406,0.2517642529319385
AP000873.2,0.47131735,0.2521226550353726
RECQL5,0.062475592,0.2521226550353726
MREG,0.6771363,0.2521226550353726
AC009812.1,0.4719578,0.2522605881595291
GTPBP4,0.1006518,0.25258355153981776
TARS,0.09137378,0.25258355153981776
CYTH2,0.045393996,0.2530854599770528
IGFBP6,0.57885206,0.2530854599770528
PRTFDC1,1.6722146,0.2534682655106544
FKBP7,0.28564918,0.2534682655106544
LINC00623,-0.115104295,0.2536267806778552
MRPS9,0.06844706,0.2539330997738417
PELP1,0.028355042,0.2544226847937934
ZNF564,0.3531847,0.25465898255012065
RBMX,0.105290085,0.2547355363720738
RANBP6,0.15083914,0.2549888704422792
PLCG2,0.114982344,0.25500469773287504
UBAP2,0.1328701,0.2558863296294989
THTPA,0.26090193,0.2564974209817384
STXBP3,0.10842331,0.2565728587442685
AOPEP,0.6322903,0.2576956971563077
PIAS4,0.07558436,0.25802715664459414
NUDCD3,0.088522896,0.25827062750632646
MARCH8,0.19732516,0.2591712383236301
AL499604.1,0.11718547,0.2595392934507699
ELAVL1,0.10059195,0.26000344487841276
UBE3C,0.13551044,0.26002869935606876
SCAF8,0.1758614,0.26041987539404
CDK5,-0.028186066,0.2605991383285559
EXOC3L2,3.1571426,0.2607046074065757
MPIG6B,0.65523666,0.2614688870286309
C21orf58,0.18425898,0.26179854094490723
RANBP17,1.6782757,0.26191242999484515
AC006230.1,2.3213806,0.2621059310870859
RINT1,0.41188735,0.2642305434147229
RRP9,0.062211853,0.2644365364333623
SLC1A5,0.07119727,0.26475247424876597
L3MBTL3,0.30832925,0.26554947328461326
KIAA0556,0.3607847,0.2661253455172221
GPD1L,0.52982676,0.2669836341950615
MOSMO,0.27311218,0.2676713520499386
DNAJC14,0.15685186,0.26767465339165686
PRKAG2-AS1,0.022943595,0.2682472357212359
TRMT44,0.2777463,0.26959740974058494
LCN8,1.7254158,0.26975832246151216
SARS,0.03930014,0.26975832246151216
PRKCA,0.38098148,0.2702096434107684
HDGFL2,0.028384974,0.2702096434107684
LINC01006,0.47852376,0.2709875623901405
CLOCK,0.3442174,0.2711198517665509
CNNM4,0.48843715,0.27114022459168297
TMEM97,0.16997537,0.2712758226772988
LINC01237,0.8974274,0.27191123822990415
ELP5,0.059273336,0.27213174478380553
DDX54,0.075527124,0.27219042309355945
NRAS,0.08946771,0.2723296951874778
SAP30,-0.028547324,0.2723460786816236
FKBP4,0.06970796,0.2725220663340242
UBA6-AS1,0.30577555,0.27265006980128625
AC011446.2,0.14282806,0.2731346022374839
ZNF736,0.2857091,0.2733101787469331
GLT8D1,0.04136593,0.27350708121665374
LPP,0.18250242,0.27403792440371394
ODR4,0.14458528,0.27437605678433447
OSBPL10,0.45950145,0.2746653454954317
SUCO,0.1255848,0.27557739533546
FAM120B,0.18955018,0.2757139331155039
SMG6,0.17245987,0.2759131399871332
ZNF385C,0.53834915,0.2759131399871332
HAVCR2,0.1042479,0.27675003167600304
DCAKD,0.059566732,0.2767963108268874
GSTM4,0.0689102,0.2770250165968115
NFYA,0.092480004,0.27789270487253387
LINC00665,0.21311079,0.27813382127555014
CRELD1,0.13389546,0.2786450252227003
NCOR1,0.12295273,0.2789852795328157
WEE1,0.30095947,0.27912149583463225
SLC39A4,-0.003384433,0.2791972712255915
SLC30A9,0.10113795,0.27971500150539225
NUDT9,0.19815044,0.2804811188440898
AP1AR,0.14591014,0.2804811188440898
WWOX,0.4029073,0.281177714802209
LYSMD3,0.19212963,0.28137658988619313
SNHG11,0.0903049,0.2824646169170186
RNF138,0.122256406,0.28293775275068417
RENBP,-0.00040702109,0.28317306051479946
ARC,1.2444458,0.28317306051479946
E2F1,0.43629873,0.28317306051479946
SEC63,0.08302538,0.2832176653044876
KDM4C,0.18829495,0.28384224578651274
INPP5F,0.34949577,0.28393909507766096
WDR74,0.14384955,0.2842382332785171
WDR20,0.3271851,0.28436804995187
LRCH3,0.18050492,0.28444061560869177
GBP2,0.115581565,0.2847618899372673
PARP6,0.07019046,0.2850886285611577
GATD3A,0.25587556,0.2850886285611577
ZNF808,0.24447297,0.28509127896982167
MZF1-AS1,0.34589043,0.2853026019279699
OBSCN,0.27512705,0.2853026019279699
ABCA1,0.37280717,0.28540000020404643
DFFA,0.08135471,0.28549814017592
MYBBP1A,0.07936752,0.28561114163003354
MIR99AHG,0.8093007,0.28561114163003354
PRIMPOL,0.11049264,0.28561114163003354
AHDC1,0.07267063,0.2872399430733494
ADNP2,0.12889199,0.2872399430733494
L3MBTL4-AS1,2.265403,0.2872399430733494
AC000065.2,0.8328629,0.2880085314489861
U2AF1L5,1.1150496,0.2899430319803146
INTS7,0.24927154,0.29057595635809913
UBAP2L,0.07989786,0.29062748442604025
TBC1D16,0.2818487,0.2910187140130028
MEGF8,0.12589324,0.29248914024986367
ILVBL,0.0013514936,0.2933535535385594
PHF5A,0.038171202,0.2937511230555103
PICK1,0.041685134,0.29407721287952654
SPON1,0.85159886,0.2940842298685117
AL691432.2,0.25706935,0.2960055622991583
PSMG2,0.09440381,0.2964859338296955
PHLDB3,0.14392588,0.2971081759521294
ING3,0.06855197,0.29770962570330267
RHOT1,0.013172462,0.2985457344688302
AC239799.2,0.31106716,0.2986386209396211
DYRK4,0.058764327,0.2989226057758202
NSD1,0.1375627,0.2989226057758202
USP12,0.05351449,0.29939883922467253
UACA,0.48321143,0.29945691092141186
ZNF138,0.22374119,0.3011881217343055
CACNA1H,2.9606826,0.3013865975379233
AC022098.1,0.18466564,0.3020136784305813
SCAMP1-AS1,0.01882395,0.3020136784305813
MRPL15,0.06279057,0.3020136784305813
C11orf54,0.07966023,0.30266285102749874
MARCH3,0.41276255,0.303042892202035
ARMC1,0.063278966,0.303480823974675
NBR2,0.30910486,0.30411287317362956
STAG2,0.11409699,0.30428619534760926
DMTN,1.1785377,0.30444803645630125
ENOPH1,0.1381594,0.3046188406732712
WIZ,0.15627602,0.3050772698164457
HIST1H4A,0.4428076,0.30511650838249105
AP001453.2,0.48260945,0.3056763049778776
ZNF680,0.2032994,0.3063441304250127
SLMAP,0.16242827,0.3065488390763541
MTA2,0.09968763,0.3069084322766772
ING4,0.070081994,0.3069961676525016
TXNDC15,0.10795217,0.30742874411329196
NUMBL,0.2634544,0.3075022554494744
DHX36,0.09890249,0.30750856373120733
CNOT8,0.06988893,0.307770375337458
PHKB,0.11351007,0.3081374507800998
SLC9A8,0.27837434,0.3081680192940917
NOLC1,0.14736955,0.30864231145150084
NKRF,0.18353698,0.30887070361654456
ITGA6,0.06484231,0.3091874636403288
AC103724.3,0.8632985,0.3103891075819051
POLA1,0.30664724,0.3105814772485842
LNPEP,0.1409463,0.3115220211384627
KNTC1,0.38597682,0.31241758840056444
NHEJ1,0.09841847,0.31246482289371497
CARF,0.19389741,0.31247673742978804
ATXN7L2,0.37365288,0.3126610409604659
PAOX,0.40928847,0.31301440583548706
PITPNM2,0.7867742,0.31321441135528383
SLC2A8,0.6403268,0.3138441171706633
MCPH1,0.19519651,0.31394889070270854
GTDC1,0.29003617,0.3152994082070222
ZNF713,0.5159617,0.3152994082070222
MPHOSPH9,0.10391454,0.3152994082070222
FMR1,0.21881336,0.31532784721082724
NPAS1,1.013746,0.31532784721082724
EPHX1,0.09617058,0.31558569878470555
PIGB,0.20524077,0.3165434754568024
ELP1,0.21296047,0.3165435815072026
SLC35E2A,0.21626064,0.31746319859911637
YTHDF1,0.08259661,0.3182311334067742
GARS-DT,0.08581888,0.318633666887275
RFT1,0.15408427,0.318633666887275
SRSF12,1.1003824,0.32051327073091757
TWIST1,2.4652448,0.3206595721132025
DCUN1D4,0.32838467,0.3216145837007622
SLC33A1,0.20068692,0.3216145837007622
DNM1L,0.10752433,0.32237276141285914
MGRN1,0.07496498,0.32245087803691747
VMAC,0.17391522,0.3230149226656646
ZFP14,0.17444894,0.3231024864602865
RETREG2,0.027712967,0.3234156233850339
CASK,0.65862125,0.324502248298908
POLR2J2,0.7715742,0.32491186689990614
RAD51-AS1,0.19200827,0.32575201973620255
HAAO,0.036915045,0.3257716929327242
ZNF33B,0.1173929,0.3258832862755667
ZCCHC4,0.3600186,0.3262248253566217
GDAP2,0.23668605,0.3262248253566217
FBXO28,0.15639316,0.3264210419915843
ZNF738,0.16479905,0.3267226002271863
ZNF585B,0.3243637,0.3269209303309755
THAP4,0.03997119,0.3272896145702918
FAM160B2,0.060223408,0.3277170136364261
SND1,0.103434846,0.3277245733040776
ZNF354B,0.28246382,0.32853537488481094
NAB1,0.18864429,0.32858635170558137
TTC9C,0.066580266,0.32895084933712043
RORA-AS1,0.7757078,0.32895084933712043
SLC35F2,0.32040283,0.3293307693213268
SYCE1,1.6982808,0.32966371862973143
LIG1,0.23192741,0.3297441689081513
BZW1,0.11443041,0.3299533867802765
RNF146,0.14773038,0.3300092741999223
SAMD4B,0.03881991,0.3317344411184735
ATP8B1,0.8557577,0.33257296533885466
SEC23A,0.1691384,0.3339499756989345
TOP3B,0.13767713,0.3339929774716427
CCDC7,0.47275266,0.3340876171698235
IBA57,0.28758055,0.33418324268964805
MCM6,0.13133155,0.3347889948401318
CSGALNACT1,0.13359162,0.3348330625474458
LEPROT,0.062186092,0.3348330625474458
GNL3,0.06051527,0.3348953323303921
TOB2,0.088809535,0.3349413306199984
RNF11,0.10462279,0.33536686464329013
LIMK2,0.25005007,0.33584273413146615
RCC1,0.032518495,0.3361721383377281
LDAH,0.3157119,0.3366287118893181
COMT,-0.05971818,0.3366287118893181
RFWD3,0.22814368,0.3371733748536539
STX18-AS1,0.6375979,0.33723407941931066
POGLUT1,0.13326319,0.3376955995973503
TBC1D19,0.5608133,0.3377255073619964
C12orf10,0.026540384,0.3379868620771172
GFOD1,0.23374698,0.33822813434317595
STYX,0.08553298,0.338425130827627
NOL4L,0.12634687,0.33869946146947094
NIPSNAP3B,0.14606643,0.33920612084808344
RNF217-AS1,1.9107227,0.33920612084808344
SLC9B2,0.19165239,0.34013285367240487
KIAA1328,0.47305682,0.3403278051907622
SIRT3,0.14598829,0.3403278051907622
MRPL42,0.082928725,0.34049078779454567
PAQR6,0.35963053,0.3408178549079756
VPS11,0.11785095,0.3412511152551106
ULK4,0.26824793,0.34245197077457085
PATL1,0.09703144,0.34322443076040693
CTPS2,0.21280123,0.3452635115287852
ANKH,0.7401914,0.3453252862990743
RTCA,0.058640704,0.34603011382578985
HORMAD2-AS1,2.1218376,0.34649300222338775
LZTFL1,0.11040662,0.34744497443273303
AC108519.1,0.5754654,0.3477604397080086
ULK1,0.02585064,0.34996019391237865
MORC3,0.1526386,0.35005628573806524
NEK3,0.07893498,0.3501623165321229
AC007952.4,0.18338618,0.35069287437553415
QSOX2,0.23591617,0.3513186699632376
PHLPP1,0.21296717,0.3518785904945976
PPAT,0.13811393,0.35396550862411325
ZNF184,0.26550078,0.354032337064912
PABPC4,0.09133008,0.3540422596501498
FNTA,0.093461886,0.35424218025712245
NOD1,0.17244162,0.35424218025712245
BSCL2,0.021647431,0.3543440674306972
MIR3142HG,0.638809,0.3544250412312959
PGAP2,0.06841128,0.3549356154982711
MKRN2,0.08718607,0.3549356154982711
BBS9,0.46502095,0.3549977070813016
ANKRD18A,1.2624421,0.3560569327546608
AC003681.1,0.5633178,0.3568167439083706
LYSMD2,0.059175987,0.35737032608014735
SLC35E3,0.11643508,0.35774908924404775
GOLPH3L,0.13202173,0.35789820848184034
CHST10,0.33819795,0.35830267481481914
USPL1,0.089224696,0.35841163736559817
ZFYVE27,0.09105408,0.35875492409520543
TRAPPC8,0.09578464,0.3590236620576546
ASS1,0.89466614,0.35923390082086115
ORC5,0.16960122,0.3596041030567048
TRMT9B,0.9513496,0.3599492326268569
WDR47,0.15473048,0.36062107316076525
MAPRE2,0.12805194,0.3615437455140031
YIPF6,0.18272148,0.3615437455140031
SLC35A2,0.15213776,0.36171139653995504
DCP1B,0.15602195,0.36257515369961363
ZNF426,0.08498069,0.36262805529621117
ZNF665,0.38218406,0.36283267185150264
SAMD10,0.1990404,0.3633372266744299
ZNF805,0.37612432,0.36370244787949074
METTL3,0.07257908,0.36370244787949074
SUMF1,0.11661527,0.3639321048330674
PPP1R15B,0.09785913,0.3640750438282538
C12orf66,0.19009943,0.36419455457788796
TAB3,0.24508339,0.36524195920425134
STARD13,1.0598112,0.3658208363905849
CTDSPL2,0.18105443,0.36594282742107603
TIA1,0.09815754,0.36654514223583645
MBIP,0.11828376,0.36728806732299624
TIGD1,0.20352973,0.36742894523084013
DHX9,0.109263964,0.36778601974765174
C5orf63,0.34712958,0.3681340418870954
KLHL28,0.13961157,0.3681340418870954
TPRA1,0.061354637,0.36825764953131107
BAHD1,0.19730623,0.36865242483042365
POLB,0.06979631,0.37008915130631953
NRDE2,0.1287163,0.3705755663134225
IFT81,0.30047047,0.37120555839634944
C2orf69,0.14571796,0.3724670047757443
HMCES,0.06316657,0.372634229075015
AC103691.1,0.120530285,0.3727859174725204
KDM2B,0.06385099,0.37280143902630725
SPATA7,0.31782883,0.37292101680943024
EXOSC9,0.097327836,0.37358001364175086
OTUD4,0.112875536,0.37409696863334474
AMD1,0.12413078,0.374393224156321
MARC1,0.6930698,0.3755571098550608
TRIM47,0.53573626,0.37578934238176076
ST7-AS1,0.9933832,0.37584368250421757
PPP2R5E,0.08676365,0.37614291353944507
FP565260.1,0.8938861,0.37614291353944507
CBFA2T2,0.12247459,0.37614291353944507
SNHG20,0.24575445,0.37638156756984226
LINC01215,0.61625624,0.37648106425045347
MACROD2,1.77573,0.3766172219379808
PIGZ,0.22985423,0.376927486436552
SEC24A,0.29145515,0.3769452601756455
TMEM143,0.3981775,0.3775602519979353
RASL10A,1.719407,0.3775602519979353
MAPK8,0.20504747,0.37895679930860066
GET1,0.09292005,0.3789915209784893
GDPD1,0.6130964,0.3794666548903586
ISCA1,0.030251538,0.37951302732936104
SMC3,0.08606337,0.37990639870497556
UNK,0.09168726,0.37990639870497556
TMEM161B,0.3720566,0.3802937522711297
CALCOCO2,0.113377556,0.3802937522711297
HLX,0.067511015,0.38073002314719323
PHOSPHO2,0.33427277,0.3810503276087702
NMNAT3,0.12985349,0.38116033862698684
COX11,0.026668157,0.38250857089115226
TANGO6,0.44063464,0.38258812959727984
DOT1L,0.05464207,0.38264333934602834
TMEM35B,0.04635481,0.3827176275700646
AP5S1,0.055683978,0.3830116341903906
MAU2,0.114914164,0.38317728304844
PROSER1,0.13766465,0.38404665935023724
BAIAP2-DT,0.0014485985,0.38429887779884075
AC090825.1,0.19388619,0.38455543146030985
CSNK2A1,0.06767308,0.3851136878750431
PMM2,0.14410347,0.38514784601888274
BIRC2,0.07823298,0.38542615568367644
KHDC4,0.12980965,0.3864809798565071
MZB1,0.010236943,0.3874255864747427
PLEKHA8,0.355996,0.38789265870296336
DCUN1D1,0.111295745,0.38882380234530634
SDC4,1.0916247,0.3891997515903653
STMN3,0.06190327,0.38982229675959007
CBR4,0.17259388,0.38982229675959007
RSAD1,0.038048908,0.38982229675959007
CYP20A1,0.16730663,0.38986120571433025
KANTR,0.28932512,0.38986120571433025
SETDB2,0.08542522,0.38986120571433025
SKP2,0.11291574,0.38986120571433025
AC090517.5,0.20131744,0.38986120571433025
GCFC2,0.1021092,0.3900710575672294
NBPF11,0.19641405,0.39074967217211204
AC104248.1,3.5835488,0.3920855138992166
TMEM201,0.24851903,0.3925405795543029
LARP4B,0.1328565,0.3925979848453225
LINC01114,0.119708106,0.3925979848453225
ALDH3B1,-0.15219168,0.39328300130630356
MLLT11,0.10605386,0.3938055658615972
DDX60L,0.16342893,0.3938055658615972
ZDHHC24,0.047005318,0.3938055658615972
MECR,0.06610105,0.3945225155521486
PRF1,0.2932104,0.39501554615618295
QKI,0.110220164,0.3951231643158082
ORC4,0.077940166,0.39574190849699925
P4HTM,0.061254065,0.39586708530381254
ATXN3,0.06407553,0.3961447494561275
FAM126A,0.24110508,0.3961447494561275
TTC31,0.07600395,0.3969303413102724
METAP2,0.04400396,0.39694893083804517
SLFN13,0.35541216,0.3970569458423432
CACNA1C-AS2,0.680025,0.3975436275278264
STAMBP,0.03142157,0.39828213642793736
ZNF92,0.18461081,0.39863867790178364
TET2,0.114738494,0.3990830776427671
RABEPK,0.035886418,0.39942591608045325
KBTBD4,0.11126383,0.40096976719830374
U2AF2,0.10004197,0.40281160166235885
UTP14A,0.03332192,0.4032207917976196
ADH5,0.08389248,0.4033200942888183
CCDC58,0.080929756,0.4042393267812842
PLPP1,0.43484598,0.4042912485886146
KLHL7,0.1594036,0.40588395517389364
SEMA4C,0.29552764,0.40681296007169565
CREBRF,0.019043252,0.40734433305850704
TMEM65,0.21544066,0.4074254519334406
HORMAD1,0.98532397,0.4075143753182424
PAXBP1,0.05146821,0.40804197745420046
IQCK,0.7483134,0.40881544832211936
LIN54,0.40489686,0.4088276123903441
FTSJ3,0.04241802,0.4094636000713746
RBM33,0.11067732,0.4096924838535529
RABGGTB,0.08435809,0.4099058155314303
CLEC2L,2.884237,0.4103697503626426
COPS4,0.0414334,0.41109614649164256
SAAL1,0.09404534,0.41116659947097833
TRIM4,0.050272234,0.4116181592554511
NCBP1,0.15071845,0.41164146515192335
PNPLA4,0.101286165,0.41164146515192335
CHIC2,0.10742621,0.4116503258129726
KIAA0232,0.09429209,0.4118889955949292
AC026124.1,0.76370317,0.4118889955949292
ZNF384,0.04403043,0.41222887680803444
SFXN5,0.19826622,0.4126644412963988
ENDOV,0.036748745,0.41294186259676074
CEACAM4,-0.07435734,0.4131958104580914
MEX3A,0.98023415,0.4133440433225848
EZH1,0.118112065,0.4133866875798486
SS18L1,0.30703816,0.4134720017875548
DDX51,0.059695415,0.41470718667781864
ELAC2,0.07164269,0.4147960704553814
ZZEF1,0.055902824,0.4147960704553814
SLC5A6,0.14966409,0.4149437128633908
PLEKHG2,0.12577042,0.41561172291242254
FNTB,0.25172153,0.41650538856953645
STAU2,0.124198265,0.4168897916234085
HESX1,0.25801665,0.4187127761923424
ZNF257,1.1902277,0.4188137258597355
MUL1,0.108606875,0.419089550802911
PRDM10,0.361596,0.419089550802911
ZNF260,0.21970765,0.41922126456969583
QPCTL,0.27029952,0.4201597130267634
PPHLN1,0.08953446,0.4203133088989799
TTN,0.38668132,0.42171916974812934
SELENOO,0.027228711,0.42197353757613065
LRRC43,1.4611557,0.42197353757613065
B9D1,0.61777925,0.4225973086298839
ZNF720,0.08278213,0.423573206274245
KCTD10,0.19528663,0.423614114050221
DCK,0.1023819,0.4236403074356673
PTCD3,0.07265219,0.42368254884273
EXOC5,0.100411125,0.426647776268763
USP9X,0.13273045,0.42725964874474387
GATAD2B,0.086097345,0.42732169280186993
AC103591.3,0.29898858,0.4273941303648605
ABT1,0.04404149,0.42809226531779854
MARCH1,0.122152366,0.42893007290550633
HIST1H1B,0.22850758,0.4292882708430892
AC034102.6,0.72986007,0.4296272643776297
SMURF2,0.1459325,0.42963279477953203
ADAMTSL4-AS1,0.56135315,0.4300493809758466
ANXA11,0.09563229,0.4304294086356895
TAF6,0.03252946,0.43055442215437956
TAB2,0.1553443,0.4307049907824721
LAMC3,1.4984965,0.4309856019537434
SMG5,0.09345784,0.43107126221474057
DCAF13,0.10282855,0.4320668945928354
CD244,0.08781811,0.4330573577728658
SPTY2D1,0.07698692,0.4331235086368831
CCDC59,0.0037699025,0.4342683196223982
DCAF17,0.15270211,0.4354695412583305
GRWD1,0.07135603,0.43586687798433343
VPS52,0.020037478,0.436180438218351
SLC9A1,0.17808968,0.436247785224482
KPNA6,0.03385514,0.4368429353153494
NAGLU,0.07861167,0.43721216639695726
PDS5A,0.12851821,0.4373092692725569
MORN2,0.13373633,0.4379612850687966
ACAP1,0.08533423,0.4388605329745335
FAM53A,0.781194,0.43955934220065673
RAB15,1.2463593,0.4397770299617501
GRAP,0.05009868,0.4400396048395452
ABCB1,0.42526105,0.4406801304818756
GANAB,0.07253541,0.44127944522958046
EML2,0.07129035,0.44308726163392104
PPP6R3,0.094250076,0.4431043831300342
NPHP3,0.12899123,0.4433494503502624
SDHAF4,0.41820422,0.44422060125449625
PTX4,0.69238955,0.4445801735304663
NDUFS1,0.07910821,0.4469778002421263
IRF2,0.06634293,0.44710150736449833
FIBCD1,2.623979,0.44733864740798696
AC156455.1,0.6162633,0.4491242096373962
FASTKD1,0.09462971,0.4494016715842597
MESTIT1,1.6089753,0.44967206774123686
CEP85L,0.2869985,0.4498838273748793
LRRC40,0.21180257,0.4501784286793504
CRTC1,0.15626715,0.4503887331647175
NUP35,0.5249772,0.4503887331647175
ANKRD33B,0.2393987,0.4507059630134721
FCF1,0.15253863,0.4511931768900315
IFT74,0.09759709,0.45150764159772505
RTTN,0.5918974,0.45353622448915265
ARNT,0.0668663,0.4536395137005542
AC079781.5,0.19301036,0.45400427111575503
XRN2,0.09017888,0.4549626153897993
AFG1L,0.29179686,0.4549626153897993
TIGD2,0.4281108,0.456391837117237
HIP1R,0.26003614,0.45686785892703474
FOXK1,0.1425837,0.4570032192244455
ORC3,0.19399475,0.45701605791748223
MBOAT2,0.5396797,0.4582470768700473
ZKSCAN3,0.21953653,0.458842033454215
OXNAD1,0.28219444,0.45891573670653557
DYRK3,0.2998187,0.45897867807890413
OGT,0.12550223,0.45929713006971645
ZKSCAN1,0.07781941,0.45959381415932005
FNBP4,0.10472904,0.4597139256358817
RBM43,0.1265688,0.4608747309816704
PASK,0.42867708,0.4608747309816704
ZNF561,0.16747135,0.4623643684222524
