marker,cd96,val,subtype
CD9,7.236652371898395,4.7893600115113095,t(8;21)
CD9,4.903525023436043,1.701780160769225,CN
CD9,4.923696706408738,5.4404866041800295,KMT2Ar
CD9,4.070177575631447,5.956007159476565,inv(16)
CD9,8.512098569782637,1.8978193079492283,t(8;21)
CD9,7.078874637580432,4.1668096881897085,CN
CD9,3.8789314426279007,4.486809644862108,KMT2Ar
CD9,0.9325886451560478,6.445256008568216,KMT2Ar
CD9,4.682442375431844,5.673557490634582,CN
CD9,9.039860713232647,2.2375027881926566,Other
CD9,7.572345899551701,2.3817302445574176,Other
CD9,0.8225311819568498,5.949751084460375,KMT2Ar
CD9,5.78015555002249,3.4358333330323183,t(8;21)
CD9,5.0819538021705775,6.820653730689136,Other
CD9,2.790840302466406,5.605516239797272,NUP98r
CD9,1.2215325487997148,5.259061720571165,KMT2Ar
CD9,6.288703383560543,1.0296632649001598,t(8;21)
