sample,gene,log2cpm,label,group
TARGET.20.PASSSI.09A,TNFRSF4,0.3336223876887004,TNFRSF4,ppac
TARGET.20.PAUMZV.09A,TNFRSF4,5.772407330029497,TNFRSF4,ppac
TARGET.20.PAXFEE.09A,TNFRSF4,1.449339986217156,TNFRSF4,ppac
TARGET.20.PAWNPU.09A,TNFRSF4,2.526034199687376,TNFRSF4,ppac
TARGET.20.PAECCE.09A,TNFRSF4,0.7847358456797454,TNFRSF4,ppac
TARGET.20.PAVSHX.09A,TNFRSF4,1.1028666683972002,TNFRSF4,ppac
TARGET.20.PAVDDU.09A,TNFRSF4,6.153810131598354,TNFRSF4,ppac
TARGET.20.PAUPSX.09A,TNFRSF4,0.7982695708887461,TNFRSF4,ppac
TARGET.20.PARKFB.09A,TNFRSF4,0.2615144581592275,TNFRSF4,ppac
TARGET.20.PAUIPM.09A,TNFRSF4,0.2930741972614483,TNFRSF4,ppac
TARGET.20.PAXEES.09A,TNFRSF4,2.956179331276255,TNFRSF4,ppac
TARGET.21.PANVPB.09A,TNFRSF4,1.1935069037677624,TNFRSF4,ppac
TARGET.20.PAUVMN.09A,TNFRSF4,0.9861666511757136,TNFRSF4,ppac
TARGET.20.PATPAC.09A,TNFRSF4,5.472798846424666,TNFRSF4,ppac
TARGET.20.PAVMPA.09A,TNFRSF4,0.7687616050004323,TNFRSF4,ppac
TARGET.20.PAWGCN.09A,TNFRSF4,0.2805535126412797,TNFRSF4,ppac
TARGET.20.PAUEAN.09A,TNFRSF4,6.01351162442524,TNFRSF4,ppac
TARGET.21.PARHRS.09A,TNFRSF4,1.60514367182943,TNFRSF4,ppac
TARGET.20.PAVWVT.09A,TNFRSF4,0.5373957481375935,TNFRSF4,ppac
TARGET.20.PAVJXG.09A,TNFRSF4,2.9990249895996848,TNFRSF4,ppac
TARGET.20.PAVKBW.09A,TNFRSF4,2.432329780310281,TNFRSF4,ppac
TARGET.20.PAXIAZ.09A,TNFRSF4,0.9246731489505314,TNFRSF4,ppac
TARGET.20.PASBPK.09A,TNFRSF4,0.3332885229130715,TNFRSF4,ppac
TARGET.20.PAWUMM.09A,TNFRSF4,1.1925615211687075,TNFRSF4,ppac
TARGET.20.PATDHA.09A,TNFRSF4,2.6273464031998626,TNFRSF4,ppac
TARGET.20.PAVHTL.09A,TNFRSF4,2.4588970414836715,TNFRSF4,ppac
TARGET.20.PAUZAM.09A,TNFRSF4,1.0773749544509992,TNFRSF4,ppac
TARGET.20.PAXHWI.09A,TNFRSF4,3.0072001023483126,TNFRSF4,ppac
TARGET.20.PAUUHV.09A,TNFRSF4,0.7133179758780168,TNFRSF4,ppac
TARGET.20.PAUTKL.09A,TNFRSF4,7.29809908317931,TNFRSF4,ppac
TARGET.20.PAXBLX.09A,TNFRSF4,1.4386332540706592,TNFRSF4,ppac
TARGET.20.PAWYTW.09A,TNFRSF4,0.9595146034951432,TNFRSF4,ppac
TARGET.20.PAWLAJ.09A,TNFRSF4,1.4505929837771383,TNFRSF4,ppac
TARGET.20.PAUVYC.09A,TNFRSF4,5.094590444874541,TNFRSF4,ppac
TARGET.20.PARFVC.09A,TNFRSF4,3.5269902467571668,TNFRSF4,ppac
TARGET.20.PASZLJ.09A,TNFRSF4,0.7350222650672149,TNFRSF4,ppac
TARGET.20.PAXDVZ.09A,TNFRSF4,0.4112936745916975,TNFRSF4,ppac
TARGET.20.PAWDEG.09A,TNFRSF4,0.9914300373073665,TNFRSF4,ppac
TARGET.20.PAVALK.09A,TNFRSF4,0.6611123213177126,TNFRSF4,ppac
TARGET.20.PAVZYI.09A,TNFRSF4,1.1838478735961762,TNFRSF4,ppac
TARGET.20.PAXKTY.09A,TNFRSF4,2.520104711764969,TNFRSF4,ppac
TARGET.20.PAUUKK.09A,TNFRSF4,0.8699514667338436,TNFRSF4,ppac
TARGET.20.PAUFUB.09A,TNFRSF4,5.193630053899135,TNFRSF4,ppac
TARGET.20.PAUMUZ.09A,TNFRSF4,1.2704822745736768,TNFRSF4,ppac
TARGET.20.PAXLXI.09A,TNFRSF4,1.7235709720980892,TNFRSF4,ppac
TARGET.20.PARTYK.09A,TNFRSF4,1.368722118208632,TNFRSF4,ppac
TARGET.20.PANZXI.09A,TNFRSF4,0.4964484275112161,TNFRSF4,ppac
TARGET.20.PANVGE.09A,TNFRSF4,2.058288421894988,TNFRSF4,ppac
TARGET.20.PAUZMH.09A,TNFRSF4,2.1130183520693486,TNFRSF4,ppac
TARGET.20.PAWKRF.09A,TNFRSF4,0.3604921923900117,TNFRSF4,ppac
TARGET.20.PAWUTL.09A,TNFRSF4,0.5110095931364573,TNFRSF4,ppac
TARGET.20.PAVYYR.09A,TNFRSF4,0.9322981278339216,TNFRSF4,ppac
TARGET.20.PAKKBK.09A,TNFRSF4,0.7481293506912199,TNFRSF4,ppac
TARGET.20.PAVBNV.09A,TNFRSF4,2.6485644927425054,TNFRSF4,ppac
TARGET.20.PAVDPF.09A,TNFRSF4,0.948693665441361,TNFRSF4,ppac
TARGET.20.PARHJV.09A,TNFRSF4,1.218006191977072,TNFRSF4,ppac
TARGET.20.PAVZEC.09A,TNFRSF4,1.6386786540464278,TNFRSF4,ppac
TARGET.20.PAUHFI.09A,TNFRSF4,3.9182288761238464,TNFRSF4,ppac
TARGET.20.PAUMAD.09A,TNFRSF4,5.072679283089942,TNFRSF4,ppac
TARGET.20.PAXGVH.09A,TNFRSF4,2.840384525313848,TNFRSF4,ppac
TARGET.20.PAVIYS.09A,TNFRSF4,2.1193513701553837,TNFRSF4,ppac
TARGET.20.PAVXME.09A,TNFRSF4,5.034450311633473,TNFRSF4,ppac
TARGET.20.PAVRTN.09A,TNFRSF4,0.3329185682228206,TNFRSF4,ppac
TARGET.20.PAUVAT.09A,TNFRSF4,3.1444150093913863,TNFRSF4,ppac
TARGET.20.PAWACC.09A,TNFRSF4,0.4071827178666096,TNFRSF4,ppac
TARGET.20.PAVWXI.09A,TNFRSF4,0.7704267020537353,TNFRSF4,ppac
TARGET.20.PAXMPG.09A,TNFRSF4,1.288468604922372,TNFRSF4,ppac
TARGET.20.PAVUZN.09A,TNFRSF4,0.7307928822885378,TNFRSF4,ppac
TARGET.20.PAUWNT.09A,TNFRSF4,0.4444795867916393,TNFRSF4,ppac
TARGET.20.PASIEP.09A,TNFRSF4,0.8116547650513289,TNFRSF4,ppac
TARGET.20.PAVDVV.09A,TNFRSF4,1.429344925673529,TNFRSF4,ppac
TARGET.20.PATDDA.09A,TNFRSF4,5.427285886856718,TNFRSF4,ppac
TARGET.20.PAUULL.09A,TNFRSF4,0.6534937274826235,TNFRSF4,ppac
TARGET.20.PAXIDA.09A,TNFRSF4,1.1212143671064807,TNFRSF4,ppac
TARGET.20.PAWKPU.09A,TNFRSF4,4.965344192777496,TNFRSF4,ppac
TARGET.20.PAXKES.09A,TNFRSF4,1.040102743594741,TNFRSF4,ppac
TARGET.20.PAVFPR.09A,TNFRSF4,0.6580532118866578,TNFRSF4,ppac
TARGET.20.PAVPVK.09A,TNFRSF4,0.4144114536146946,TNFRSF4,ppac
TARGET.20.PAXMNG.09A,TNFRSF4,0.6024874428585358,TNFRSF4,ppac
TARGET.20.PAXKXS.09A,TNFRSF4,1.9157613574780965,TNFRSF4,ppac
TARGET.20.PAVKJV.09A,TNFRSF4,1.6998521569671072,TNFRSF4,ppac
TARGET.20.PAULCA.09A,TNFRSF4,1.874433849723843,TNFRSF4,ppac
TARGET.20.PAXLFG.09A,TNFRSF4,1.4808727727989976,TNFRSF4,ppac
TARGET.20.PASEGC.09A,TNFRSF4,2.4772547337297817,TNFRSF4,ppac
TARGET.20.PAUPXH.09A,TNFRSF4,3.7711209257873017,TNFRSF4,ppac
TARGET.20.PAUTDY.09A,TNFRSF4,5.196957013808226,TNFRSF4,ppac
TARGET.20.PAWTSD.09A,TNFRSF4,0.3307832836012698,TNFRSF4,ppac
TARGET.20.PAVUVI.09A,TNFRSF4,1.3192424271220575,TNFRSF4,ppac
TARGET.20.PASAFM.09A,TNFRSF4,0.5688843689367027,TNFRSF4,ppac
TARGET.20.PASFHK.09A,TNFRSF4,0.4296835908117936,TNFRSF4,ppac
TARGET.20.PAVLWY.09A,TNFRSF4,0.995774653547394,TNFRSF4,ppac
TARGET.20.PAVCNU.09A,TNFRSF4,2.2202126234078823,TNFRSF4,ppac
TARGET.20.PAVHUF.09A,TNFRSF4,0.4820340994458124,TNFRSF4,ppac
TARGET.20.PARLVL.09A,TNFRSF4,0.0,TNFRSF4,ppac
TARGET.20.PAUSBP.09A,TNFRSF4,0.8608031000050705,TNFRSF4,ppac
TARGET.20.PAWTPD.09A,TNFRSF4,1.5936827221602143,TNFRSF4,ppac
TARGET.20.PAVJVS.09A,TNFRSF4,1.9534543599048568,TNFRSF4,ppac
TARGET.20.PATJVL.09A,ABCA7,6.5882726219395185,ABCA7,ppac
TARGET.20.PAWWEE.09A,ABCA7,4.803208331569692,ABCA7,ppac
TARGET.20.PARCEV.09A,ABCA7,4.1805177128871,ABCA7,ppac
TARGET.20.PASCCS.09A,ABCA7,5.0568981915230005,ABCA7,ppac
TARGET.20.PAEIKD.09A,ABCA7,6.603393440338819,ABCA7,ppac
TARGET.20.PAWNBB.09A,ABCA7,5.2488577104353435,ABCA7,ppac
TARGET.20.PARTYV.09A,ABCA7,5.681066481214877,ABCA7,ppac
TARGET.20.PAVAGA.09A,ABCA7,8.876679208497796,ABCA7,ppac
TARGET.20.PAWJGZ.09A,ABCA7,8.489870853170315,ABCA7,ppac
TARGET.20.PARERV.09A,ABCA7,3.841839787357921,ABCA7,ppac
TARGET.20.PAUYIB.09A,ABCA7,6.672130764147613,ABCA7,ppac
TARGET.20.PAUZJJ.09A,ABCA7,7.078466905393042,ABCA7,ppac
TARGET.20.PAVHFP.09A,ABCA7,6.1475420657040685,ABCA7,ppac
TARGET.20.PANTRL.09A,ABCA7,5.911771609580861,ABCA7,ppac
TARGET.20.PAURYA.09A,ABCA7,6.227856052708476,ABCA7,ppac
TARGET.20.PASBHI.09A,ABCA7,1.622656375264402,ABCA7,ppac
TARGET.20.PAWVVR.09A,ABCA7,7.099658420129744,ABCA7,ppac
TARGET.20.PAWZWN.09A,ABCA7,6.5137485053147035,ABCA7,ppac
TARGET.20.PASVYL.09A,ABCA7,7.731695198334953,ABCA7,ppac
TARGET.20.PARJCR.09A,ABCA7,4.0758204381011875,ABCA7,ppac
TARGET.20.PATAPC.09A,ABCA7,5.315359954505092,ABCA7,ppac
TARGET.20.PAVNVF.09A,ABCA7,1.6963261195243866,ABCA7,ppac
TARGET.20.PAXAAA.09A,ABCA7,6.1954354627319255,ABCA7,ppac
TARGET.20.PAXDSN.09A,ABCA7,7.914110334016693,ABCA7,ppac
TARGET.20.PASSPT.09A,ABCA7,6.796341290877635,ABCA7,ppac
TARGET.20.PAVACZ.09A,ABCA7,6.6614715948098615,ABCA7,ppac
TARGET.20.PAWGTG.09A,ABCA7,7.425922142014309,ABCA7,ppac
TARGET.20.PASGGK.09A,ABCA7,7.009242690348987,ABCA7,ppac
TARGET.20.PANGJY.09A,ABCA7,5.965068682415891,ABCA7,ppac
TARGET.20.PAXLHS.09A,ABCA7,7.958747798136425,ABCA7,ppac
TARGET.20.PAXETC.09A,ABCA7,6.358669208421356,ABCA7,ppac
TARGET.20.PARMZF.09A,ABCA7,4.778054160993065,ABCA7,ppac
TARGET.20.PASBPW.09A,ABCA7,5.8058328233717935,ABCA7,ppac
TARGET.20.PAVZNG.09A,ABCA7,7.683163784367793,ABCA7,ppac
TARGET.20.PAVPMJ.09A,ABCA7,5.306994491074093,ABCA7,ppac
TARGET.20.PAWSKR.09A,ABCA7,7.587025814920419,ABCA7,ppac
TARGET.20.PAULWG.09A,ABCA7,7.853421401441638,ABCA7,ppac
TARGET.20.PAWNGI.09A,ABCA7,7.799700144519115,ABCA7,ppac
TARGET.20.PAVTRU.09A,ABCA7,8.535458613024572,ABCA7,ppac
TARGET.21.PATISD.09A,ABCA7,4.823504573417968,ABCA7,ppac
TARGET.20.PAWTWW.09A,ABCA7,7.258390604638681,ABCA7,ppac
TARGET.20.PAVSIZ.09A,ABCA7,5.074527370425442,ABCA7,ppac
TARGET.20.PARUWX.09A,ABCA7,5.626344269620839,ABCA7,ppac
TARGET.21.PAMYMA.09A,ABCA7,6.573885264219894,ABCA7,ppac
TARGET.20.PAWFBA.09A,ABCA7,5.461133662413565,ABCA7,ppac
TARGET.20.PARDDA.09A,ABCA7,2.4457253641064827,ABCA7,ppac
TARGET.20.PABLDZ.09A,ABCA7,4.5366734845001915,ABCA7,ppac
TARGET.20.PARENB.09A,ABCA7,3.146356351364768,ABCA7,ppac
TARGET.20.PARXZP.09A,ABCA7,7.612686276925866,ABCA7,ppac
TARGET.20.PAUSMT.09A,ABCA7,4.898639279934512,ABCA7,ppac
TARGET.20.PAXJNP.09A,ABCA7,5.747171850041027,ABCA7,ppac
TARGET.20.PAULIY.09A,ABCA7,5.34064979677319,ABCA7,ppac
TARGET.20.PAUVSU.09A,ABCA7,6.931461666097069,ABCA7,ppac
TARGET.20.PANVBP.09A,ABCA7,5.623169726925165,ABCA7,ppac
TARGET.20.PAWRNZ.09A,ABCA7,4.560461583822204,ABCA7,ppac
TARGET.20.PARBIU.09A,ABCA7,7.93155837863014,ABCA7,ppac
TARGET.20.PAEAFC.09A,ABCA7,6.327500509080476,ABCA7,ppac
TARGET.20.PAWVNC.09A,ABCA7,7.392726023373371,ABCA7,ppac
TARGET.20.PAUWEW.09A,ABCA7,6.101311921986832,ABCA7,ppac
TARGET.20.PAWYEK.09A,ABCA7,8.258455669460256,ABCA7,ppac
TARGET.20.PAXMPW.09A,ABCA7,6.382658280461089,ABCA7,ppac
TARGET.20.PAUVWF.09A,ABCA7,6.378458914613738,ABCA7,ppac
TARGET.20.PAXGPE.09A,ABCA7,5.653869009194622,ABCA7,ppac
TARGET.20.PAWDTX.09A,ABCA7,5.638966398830151,ABCA7,ppac
TARGET.20.PAVUAP.09A,ABCA7,6.027228494704074,ABCA7,ppac
TARGET.20.PAXKAL.09A,ABCA7,7.132704782593108,ABCA7,ppac
TARGET.20.PAVDBD.09A,ABCA7,4.920021248163074,ABCA7,ppac
TARGET.20.PAUSZL.09A,ABCA7,8.603047508575719,ABCA7,ppac
TARGET.20.PAVPJM.09A,ABCA7,5.587202123685641,ABCA7,ppac
TARGET.20.PAVKEX.09A,ABCA7,6.4842884116009065,ABCA7,ppac
TARGET.20.PARYEB.09A,ABCA7,4.80387044999565,ABCA7,ppac
TARGET.20.PAWXSL.09A,ABCA7,7.07098758295591,ABCA7,ppac
TARGET.20.PAWVCG.09A,ABCA7,8.339646807466607,ABCA7,ppac
TARGET.20.PAVTWM.09A,ABCA7,5.906791746808841,ABCA7,ppac
TARGET.20.PAVHWT.09A,ABCA7,5.568051154943744,ABCA7,ppac
TARGET.20.PARUUB.09A,ABCA7,3.796218074774351,ABCA7,ppac
TARGET.20.PAURPD.09A,ABCA7,5.956895306515168,ABCA7,ppac
TARGET.20.PARUNX.09A,ABCA7,5.902183383829075,ABCA7,ppac
TARGET.20.PASDGX.09A,ABCA7,7.4246301598586495,ABCA7,ppac
TARGET.20.PAVDZK.09A,ABCA7,6.799570176033573,ABCA7,ppac
TARGET.20.PANUTB.09A,ABCA7,3.8826255881784744,ABCA7,ppac
TARGET.20.PAXMKU.09A,ABCA7,7.138222615041049,ABCA7,ppac
TARGET.20.PAERAH.09A,ABCA7,2.790585696168329,ABCA7,ppac
TARGET.20.PAUDNA.09A,ABCA7,6.471390933648634,ABCA7,ppac
TARGET.20.PAVMED.09A,ABCA7,6.704097396781887,ABCA7,ppac
TARGET.20.PANTIV.09A,ABCA7,3.857193910157996,ABCA7,ppac
TARGET.20.PAWVGN.09A,ABCA7,7.832238997083104,ABCA7,ppac
TARGET.20.PAWKUR.09A,ABCA7,5.455688558313149,ABCA7,ppac
TARGET.20.PAWPMA.09A,ABCA7,5.730318287724949,ABCA7,ppac
TARGET.20.PAVGXF.09A,ABCA7,8.346284169708285,ABCA7,ppac
TARGET.20.PAXKKE.09A,ABCA7,6.164778519713671,ABCA7,ppac
TARGET.20.PARHVK.09A,ABCA7,2.7163058605025694,ABCA7,ppac
TARGET.20.PAVFYL.09A,ABCA7,6.536179820326542,ABCA7,ppac
TARGET.21.PANZLR.09A,ABCA7,6.240696787845849,ABCA7,ppac
TARGET.20.PAWIHN.09A,ABCA7,4.552004560773694,ABCA7,ppac
TARGET.20.PAWSWR.09A,ABCA7,3.5688345751787782,ABCA7,ppac
TARGET.20.PAXMLN.09A,ABCA7,6.15747746895693,ABCA7,ppac
TARGET.20.PAWJPN.09A,ABCA7,6.635203452240072,ABCA7,ppac
TARGET.20.PAVVAB.09A,ABCA7,8.165174327152483,ABCA7,ppac
TARGET.20.PAWHJI.09A,ABCA7,7.025894927871413,ABCA7,ppac
TARGET.20.PAVXUR.09A,ABCA7,7.357060057959856,ABCA7,ppac
TARGET.20.PAVUHF.09A,ABCA7,5.584851754709796,ABCA7,ppac
TARGET.20.PANLIZ.09A,ABCA7,2.663609789199478,ABCA7,ppac
TARGET.20.PAVHXU.09A,ABCA7,5.872364100847464,ABCA7,ppac
TARGET.20.PAXBSE.09A,ABCA7,4.734793372374555,ABCA7,ppac
TARGET.20.PARBXE.09A,ABCA7,6.183321570625933,ABCA7,ppac
TARGET.20.PAWUWJ.09A,ABCA7,7.08192624238302,ABCA7,ppac
TARGET.20.PAVDHJ.09A,ABCA7,6.7192232574859165,ABCA7,ppac
TARGET.20.PANINI.09A,ABCA7,3.6530520962560775,ABCA7,ppac
TARGET.20.PATMXW.09A,ABCA7,5.915569659517359,ABCA7,ppac
TARGET.20.PAXCZX.09A,ABCA7,7.114273382365535,ABCA7,ppac
TARGET.20.PAXCVR.09A,ABCA7,8.182807712926182,ABCA7,ppac
TARGET.20.PAVDBK.09A,ABCA7,3.900808562879285,ABCA7,ppac
TARGET.20.PAUJCF.09A,ABCA7,5.284727473925848,ABCA7,ppac
TARGET.20.PAXGIX.09A,ABCA7,6.367519978946467,ABCA7,ppac
TARGET.20.PASIZX.09A,ABCA7,6.294752604782068,ABCA7,ppac
TARGET.20.PAWLEB.09A,ABCA7,6.856953308508322,ABCA7,ppac
TARGET.20.PAVNIX.09A,ABCA7,6.1372266532543005,ABCA7,ppac
TARGET.20.PAWWLI.09A,ABCA7,8.252084614193164,ABCA7,ppac
TARGET.20.PAVULK.09A,ABCA7,7.862323870400104,ABCA7,ppac
TARGET.20.PAWIXW.09A,ABCA7,7.176468630268009,ABCA7,ppac
TARGET.20.PAXIFA.09A,ABCA7,6.3187436254825045,ABCA7,ppac
TARGET.20.PAUMTZ.09A,ABCA7,7.185876749600245,ABCA7,ppac
TARGET.20.PAXDBF.09A,ABCA7,6.274643191191768,ABCA7,ppac
TARGET.20.PAVKVT.09A,ABCA7,7.150718698514166,ABCA7,ppac
TARGET.20.PANFMG.09A,ABCA7,6.940521781128131,ABCA7,ppac
TARGET.20.PARZUU.09A,ABCA7,2.8942146879758,ABCA7,ppac
TARGET.20.PAVANX.09A,ABCA7,6.74294665613614,ABCA7,ppac
TARGET.20.PAWPVX.09A,ABCA7,5.293520288076431,ABCA7,ppac
TARGET.20.PAVDYE.09A,ABCA7,8.538535088650029,ABCA7,ppac
TARGET.20.PAXLXJ.09A,ABCA7,6.751585110339875,ABCA7,ppac
TARGET.20.PAUYHR.09A,ABCA7,7.4091591177793985,ABCA7,ppac
TARGET.20.PARDDY.09A,ABCA7,4.997683698324159,ABCA7,ppac
TARGET.20.PANXPU.09A,ABCA7,5.591363540381697,ABCA7,ppac
TARGET.20.PAVJCJ.09A,ABCA7,7.341618245655998,ABCA7,ppac
TARGET.20.PAXGHE.09A,ABCA7,6.559342382648814,ABCA7,ppac
TARGET.20.PAWBYK.09A,ABCA7,8.000948706948234,ABCA7,ppac
TARGET.20.PAWRKX.09A,ABCA7,7.55513945668927,ABCA7,ppac
TARGET.20.PATDNN.09A,ABCA7,7.098094304696072,ABCA7,ppac
TARGET.20.PAVZIB.09A,ABCA7,7.130806254635482,ABCA7,ppac
TARGET.20.PAUVGD.09A,ABCA7,6.014082284394383,ABCA7,ppac
TARGET.20.PAXEHH.09A,ABCA7,5.177329198174737,ABCA7,ppac
TARGET.20.PANGTF.09A,ABCA7,6.34608613145524,ABCA7,ppac
TARGET.20.PAVNHN.09A,ABCA7,9.25554838759049,ABCA7,ppac
TARGET.20.PANGDN.09A,ABCA7,6.533840678703402,ABCA7,ppac
TARGET.20.PAVPMH.09A,ABCA7,4.903633684775199,ABCA7,ppac
TARGET.20.PAVDNF.09A,ABCA7,7.360018266948059,ABCA7,ppac
TARGET.20.PARCHW.09A,ABCA7,5.488244649786499,ABCA7,ppac
TARGET.20.PAXACY.09A,ABCA7,6.9859601312535675,ABCA7,ppac
TARGET.20.PAWYNR.09A,ABCA7,6.574763292231893,ABCA7,ppac
TARGET.20.PAXLJV.09A,ABCA7,6.988521648222937,ABCA7,ppac
TARGET.20.PAUYAE.09A,ABCA7,7.348303832305989,ABCA7,ppac
TARGET.20.PAWBDK.09A,ABCA7,6.695214120066451,ABCA7,ppac
TARGET.20.PASTTW.09A,ABCA7,5.6407003381388625,ABCA7,ppac
TARGET.20.PARXVI.09A,ABCA7,4.378153265826927,ABCA7,ppac
TARGET.20.PAWKYG.09A,ABCA7,4.536508189964915,ABCA7,ppac
TARGET.20.PAVPLM.09A,ABCA7,6.606929022806416,ABCA7,ppac
TARGET.20.PANXWX.09A,ABCA7,3.4433222625303475,ABCA7,ppac
TARGET.20.PAUNBR.09A,ABCA7,6.98099226113901,ABCA7,ppac
TARGET.20.PAVANE.09A,ABCA7,6.875269904881087,ABCA7,ppac
TARGET.20.PARKCX.09A,ABCA7,5.506662656879136,ABCA7,ppac
TARGET.20.PARJWH.09A,ABCA7,6.450072878682174,ABCA7,ppac
TARGET.20.PATSSY.09A,ABCA7,5.064628973045596,ABCA7,ppac
TARGET.20.PAWMII.09A,ABCA7,7.452494827702817,ABCA7,ppac
TARGET.20.PAVDBT.09A,ABCA7,6.005962906872124,ABCA7,ppac
TARGET.20.PAEFHC.09A,ABCA7,4.5763087867578625,ABCA7,ppac
TARGET.20.PAXGSJ.09A,ABCA7,7.177829085562548,ABCA7,ppac
TARGET.20.PAVNAZ.09A,ABCA7,8.594631259790749,ABCA7,ppac
TARGET.20.PAUHGM.09A,ABCA7,5.5249083943530986,ABCA7,ppac
TARGET.20.PAUJBK.09A,ABCA7,5.999675618368868,ABCA7,ppac
TARGET.20.PALBYP.09A,ABCA7,5.607100130159599,ABCA7,ppac
TARGET.20.PAXFAG.09A,ABCA7,7.517366383420804,ABCA7,ppac
TARGET.20.PANJFJ.09A,ABCA7,3.899606473933883,ABCA7,ppac
TARGET.20.PAXLMN.09A,ABCA7,8.306304521246327,ABCA7,ppac
TARGET.20.PAPXWI.09A,ABCA7,4.1957069044808,ABCA7,ppac
TARGET.20.PAVDXS.09A,ABCA7,7.12373526324698,ABCA7,ppac
TARGET.20.PAUYHB.09A,ABCA7,7.633032724884468,ABCA7,ppac
TARGET.20.PASPGA.09A,ABCA7,5.411800430712508,ABCA7,ppac
TARGET.20.PAUSLS.09A,ABCA7,7.5112522123860685,ABCA7,ppac
TARGET.20.PAXISI.09A,ABCA7,6.859571195119981,ABCA7,ppac
TARGET.20.PAWNIX.09A,ABCA7,5.4180261879420755,ABCA7,ppac
TARGET.20.PAXHYG.09A,ABCA7,7.033672643064263,ABCA7,ppac
TARGET.20.PAUPIY.09A,ABCA7,6.711997033461697,ABCA7,ppac
TARGET.20.PAWCII.09A,ABCA7,7.377143033399928,ABCA7,ppac
TARGET.20.PAUUYP.09A,ABCA7,5.015729451388266,ABCA7,ppac
TARGET.20.PASMGW.09A,ABCA7,5.54453374763687,ABCA7,ppac
TARGET.20.PAXEWD.09A,ABCA7,7.677074251077884,ABCA7,ppac
TARGET.20.PAVTKK.09A,ABCA7,6.6543275786037,ABCA7,ppac
TARGET.20.PANTWV.09A,ABCA7,4.89058753262453,ABCA7,ppac
TARGET.20.PARZWH.09A,ABCA7,5.199868172265965,ABCA7,ppac
TARGET.20.PAWLTL.09A,ABCA7,6.569628585997086,ABCA7,ppac
TARGET.20.PANBZH.09A,ABCA7,2.6440349009184674,ABCA7,ppac
TARGET.20.PAVKNA.09A,ABCA7,7.692317868027505,ABCA7,ppac
TARGET.20.PAXGDG.09A,ABCA7,5.922658488557509,ABCA7,ppac
TARGET.20.PAXBAP.09A,ABCA7,8.075675350781067,ABCA7,ppac
TARGET.20.PAXGNZ.09A,ABCA7,7.1027315415020364,ABCA7,ppac
TARGET.20.PAVGYA.09A,ABCA7,7.078741746247892,ABCA7,ppac
TARGET.20.PARUBT.09A,ABCA7,5.988102072653669,ABCA7,ppac
TARGET.20.PAWXCK.09A,ABCA7,5.8397699551263464,ABCA7,ppac
TARGET.20.PARLSW.09A,ABCA7,4.008936246272514,ABCA7,ppac
TARGET.20.PASARK.09A,ABCA7,5.599129446774655,ABCA7,ppac
TARGET.20.PAWWPA.09A,ABCA7,7.453715908606965,ABCA7,ppac
TARGET.20.PAWIEM.09A,ABCA7,5.116689356819486,ABCA7,ppac
TARGET.20.PAUVBS.09A,ABCA7,8.657600636561174,ABCA7,ppac
TARGET.20.PAPZLT.09A,ABCA7,6.059671030313824,ABCA7,ppac
TARGET.21.PARNAW.09A,ABCA7,5.776094373931548,ABCA7,ppac
TARGET.20.PAVFHT.09A,ABCA7,7.522402987179343,ABCA7,ppac
TARGET.20.PAURJZ.09A,ABCA7,4.755458820085665,ABCA7,ppac
TARGET.20.PAXFDN.09A,ABCA7,6.551282125306424,ABCA7,ppac
TARGET.20.PAWUCG.09A,ABCA7,8.777712833255519,ABCA7,ppac
TARGET.20.PAURMH.09A,ABCA7,6.37879181261693,ABCA7,ppac
TARGET.20.PANTPW.09A,ABCA7,6.524362728086714,ABCA7,ppac
TARGET.20.PAUNBY.09A,ABCA7,5.939923411733168,ABCA7,ppac
TARGET.20.PASLTF.09A,ABCA7,6.466305836614296,ABCA7,ppac
TARGET.21.PARBTV.09A,ABCA7,5.950694251060977,ABCA7,ppac
TARGET.20.PAEAKL.09A,ABCA7,9.067777660700552,ABCA7,ppac
TARGET.20.PAVZJM.09A,ABCA7,7.777580485467894,ABCA7,ppac
TARGET.20.PAUWCF.09A,ABCA7,5.931363489119413,ABCA7,ppac
TARGET.20.PAVNWF.09A,ABCA7,6.584560519007709,ABCA7,ppac
TARGET.20.PAVWRN.09A,ABCA7,7.691856954755052,ABCA7,ppac
TARGET.20.PAWNHU.09A,ABCA7,5.185679854972483,ABCA7,ppac
TARGET.20.PASGCE.09A,ABCA7,6.850226217710682,ABCA7,ppac
TARGET.20.PANUTX.09A,ABCA7,4.52053016407839,ABCA7,ppac
TARGET.20.PAVSSE.09A,ABCA7,6.2737592234661355,ABCA7,ppac
TARGET.20.PAXJPP.09A,ABCA7,5.6271154773985765,ABCA7,ppac
TARGET.20.PAKERZ.09A,ABCA7,5.682233994520393,ABCA7,ppac
TARGET.20.PASFEW.09A,ABCA7,6.573381062847904,ABCA7,ppac
TARGET.20.PARBFJ.09A,ABCA7,6.891363921294678,ABCA7,ppac
TARGET.20.PAVUPX.09A,ABCA7,7.897383031677912,ABCA7,ppac
TARGET.20.PASILA.09A,ABCA7,3.8702036190349127,ABCA7,ppac
TARGET.20.PAWRGZ.09A,ABCA7,6.122664745721345,ABCA7,ppac
TARGET.20.PAVEDT.09A,ABCA7,5.661646112887535,ABCA7,ppac
TARGET.20.PAXFHW.09A,ABCA7,6.676426251483041,ABCA7,ppac
TARGET.20.PATJCR.09A,ABCA7,5.195595480292962,ABCA7,ppac
